,uid,location,age,cluster
37335,86278,united kingdom,23.0,1
37336,86282,australia,25.0,1
37337,86283,china,38.0,1
37339,86287,usa,26.0,1
37340,86290,usa,17.0,1
37341,86292,germany,32.0,1
37342,86294,australia,31.0,1
37344,86301,united kingdom,21.0,1
37345,86302,canada,29.0,1
37346,86306,germany,23.0,1
37347,86310,italy,23.0,1
37348,86314,usa,22.0,1
37349,86317,united kingdom,33.0,1
37350,86324,usa,36.0,1
37352,86327,spain,29.0,1
37353,86328,france,34.0,1
37356,86334,spain,22.0,1
37357,86340,usa,18.0,1
37358,86345,germany,34.0,1
37360,86348,united kingdom,30.0,1
37362,86354,usa,28.0,1
37363,86355,usa,38.0,1
37365,86359,united kingdom,24.0,1
37366,86361,canada,30.0,1
37371,86374,united kingdom,25.0,1
37372,86376,usa,38.0,1
37373,86377,germany,17.0,1
37374,86380,united kingdom,35.0,1
37375,86381,usa,27.0,1
37376,86382,usa,37.0,1
37377,86383,usa,19.0,1
37378,86388,usa,34.0,1
37381,86391,portugal,22.0,1
37382,86394,united kingdom,38.0,1
37384,86396,spain,33.0,1
37385,86397,italy,21.0,1
37386,86400,spain,13.0,1
37387,86402,usa,29.0,1
37388,86403,australia,16.0,1
37390,86409,canada,25.0,1
37391,86412,usa,22.0,1
37392,86413,united kingdom,19.0,1
37393,86414,germany,21.0,1
37394,86417,italy,37.0,1
37396,86425,usa,36.0,1
37399,86428,canada,23.0,1
37400,86432,australia,27.0,1
37401,86433,canada,14.0,1
37402,86434,usa,36.0,1
37403,86435,spain,26.0,1
37404,86437,usa,17.0,1
37405,86438,usa,36.0,1
37406,86440,united kingdom,26.0,1
37407,86444,usa,28.0,1
37408,86445,germany,26.0,1
37411,86452,belgium,38.0,1
37413,86461,usa,21.0,1
37414,86465,usa,32.0,1
37417,86476,spain,35.0,1
37419,86479,spain,25.0,1
37421,86482,usa,31.0,1
37422,86483,usa,24.0,1
37423,86484,canada,20.0,1
37424,86491,spain,22.0,1
37425,86493,canada,23.0,1
37427,86495,usa,19.0,1
37428,86496,germany,21.0,1
37429,86498,australia,25.0,1
37430,86501,usa,35.0,1
37431,86502,portugal,35.0,1
37432,86503,usa,14.0,1
37434,86507,switzerland,28.0,1
37435,86513,spain,36.0,1
37438,86518,usa,29.0,1
37440,86521,usa,31.0,1
37444,86526,usa,27.0,1
37446,86537,germany,25.0,1
37447,86539,germany,23.0,1
37448,86540,usa,30.0,1
37449,86542,usa,31.0,1
37450,86545,mexico,35.0,1
37452,86551,usa,32.0,1
37453,86553,spain,30.0,1
37454,86554,united kingdom,37.0,1
37455,86557,brazil,21.0,1
37456,86558,spain,28.0,1
37457,86559,united kingdom,27.0,1
37458,86562,brazil,15.0,1
37460,86564,spain,27.0,1
37461,86565,usa,33.0,1
37463,86567,usa,20.0,1
37464,86568,usa,31.0,1
37469,86575,mexico,30.0,1
37470,86578,switzerland,36.0,1
37471,86579,mexico,30.0,1
37472,86580,usa,29.0,1
37473,86581,italy,20.0,1
37474,86584,italy,24.0,1
37475,86587,united kingdom,29.0,1
37478,86590,united kingdom,29.0,1
37481,86593,portugal,35.0,1
37482,86596,mexico,27.0,1
37483,86598,spain,20.0,1
37484,86600,iran,19.0,1
37485,86602,brazil,18.0,1
37487,86609,usa,21.0,1
37488,86612,usa,37.0,1
37489,86614,australia,19.0,1
37491,86622,usa,14.0,1
37495,86627,usa,33.0,1
37499,86644,united kingdom,29.0,1
37503,86651,united kingdom,39.0,1
37507,86656,netherlands,23.0,1
37510,86659,france,24.0,1
37511,86660,mexico,16.0,1
37514,86663,france,25.0,1
37515,86664,usa,32.0,1
37516,86665,united kingdom,28.0,1
37517,86666,italy,26.0,1
37519,86670,germany,19.0,1
37522,86675,spain,25.0,1
37525,86681,",",22.0,1
37526,86682,spain,23.0,1
37527,86686,china,19.0,1
37529,86690,australia,32.0,1
37530,86692,usa,22.0,1
37531,86697,australia,34.0,1
37533,86701,turkey,24.0,1
37534,86702,italy,33.0,1
37536,86707,usa,32.0,1
37540,86713,canada,34.0,1
37541,86716,usa,31.0,1
37544,86726,spain,37.0,1
37545,86732,italy,38.0,1
37546,86733,france,30.0,1
37548,86735,germany,25.0,1
37555,86748,united kingdom,27.0,1
37556,86751,united kingdom,26.0,1
37557,86752,bosnia and herzegovina,21.0,1
37560,86755,spain,29.0,1
37562,86757,germany,20.0,1
37566,86769,usa,26.0,1
37568,86772,spain,33.0,1
37569,86776,germany,38.0,1
37571,86778,united kingdom,23.0,1
37572,86779,united kingdom,25.0,1
37574,86781,united kingdom,33.0,1
37576,86783,spain,28.0,1
37577,86785,usa,17.0,1
37579,86787,usa,25.0,1
37580,86795,usa,23.0,1
37581,86798,italy,21.0,1
37582,86800,italy,19.0,1
37584,86806,china,20.0,1
37586,86808,portugal,34.0,1
37589,86813,philippines,22.0,1
37608,86866,canada,28.0,1
37609,86868,united kingdom,31.0,1
37611,86874,australia,27.0,1
37612,86878,france,26.0,1
37613,86879,italy,24.0,1
37614,86885,usa,21.0,1
37617,86889,norway,32.0,1
37618,86891,usa,33.0,1
37619,86893,italy,27.0,1
37621,86896,turkey,26.0,1
37623,86901,usa,38.0,1
37624,86902,spain,29.0,1
37625,86904,portugal,36.0,1
37627,86907,usa,36.0,1
37632,86915,canada,24.0,1
37634,86917,turkey,20.0,1
37636,86919,brazil,23.0,1
37637,86924,spain,17.0,1
37641,86936,finland,13.0,1
37642,86938,spain,21.0,1
37643,86939,usa,35.0,1
37644,86940,spain,14.0,1
37645,86941,spain,27.0,1
37646,86946,spain,32.0,1
37647,86949,spain,34.0,1
37648,86950,portugal,24.0,1
37649,86951,malaysia,13.0,1
37650,86952,france,22.0,1
37651,86953,usa,34.0,1
37653,86961,united kingdom,22.0,1
37655,86964,united kingdom,23.0,1
37656,86974,usa,36.0,1
37657,86976,usa,33.0,1
37660,86982,spain,26.0,1
37661,86987,italy,15.0,1
37662,86988,canada,39.0,1
37665,86998,canada,28.0,1
37666,86999,usa,37.0,1
37667,87000,philippines,24.0,1
37668,87001,united kingdom,27.0,1
37670,87006,spain,27.0,1
37671,87009,usa,19.0,1
37674,87015,switzerland,23.0,1
37675,87016,spain,36.0,1
37677,87022,mexico,18.0,1
37680,87026,spain,22.0,1
37682,87030,netherlands,28.0,1
37684,87035,spain,24.0,1
37685,87038,spain,23.0,1
37686,87040,spain,29.0,1
37687,87044,italy,29.0,1
37689,87047,canada,19.0,1
37690,87050,germany,26.0,1
37691,87052,usa,31.0,1
37693,87055,mexico,19.0,1
37694,87057,spain,31.0,1
37697,87067,usa,27.0,1
37698,87068,india,24.0,1
37699,87070,spain,23.0,1
37701,87074,spain,34.0,1
37703,87077,usa,34.0,1
37707,87081,united kingdom,30.0,1
37708,87082,usa,31.0,1
37710,87085,spain,32.0,1
37712,87087,usa,21.0,1
37714,87089,spain,18.0,1
37719,87100,italy,34.0,1
37721,87104,italy,22.0,1
37723,87106,usa,32.0,1
37724,87110,usa,30.0,1
37730,87123,united kingdom,18.0,1
37731,87125,spain,29.0,1
37732,87126,usa,27.0,1
37734,87130,new zealand,27.0,1
37735,87131,usa,36.0,1
37736,87135,spain,20.0,1
37737,87136,portugal,31.0,1
37742,87153,usa,33.0,1
37743,87157,usa,14.0,1
37745,87160,canada,34.0,1
37747,87162,united kingdom,20.0,1
37748,87163,usa,20.0,1
37750,87167,germany,26.0,1
37751,87168,usa,20.0,1
37752,87170,portugal,21.0,1
37756,87180,germany,19.0,1
37760,87195,turkey,25.0,1
37761,87196,germany,24.0,1
37762,87199,usa,34.0,1
37763,87200,new zealand,30.0,1
37764,87203,",",31.0,1
37765,87205,spain,23.0,1
37766,87212,germany,31.0,1
37768,87217,spain,19.0,1
37771,87221,usa,30.0,1
37772,87222,usa,23.0,1
37773,87226,usa,19.0,1
37775,87229,spain,28.0,1
37776,87231,usa,19.0,1
37777,87235,usa,37.0,1
37778,87239,canada,24.0,1
37780,87241,portugal,22.0,1
37783,87245,italy,31.0,1
37784,87249,usa,28.0,1
37786,87252,malaysia,35.0,1
37787,87263,australia,33.0,1
37788,87264,germany,21.0,1
37789,87266,usa,17.0,1
37790,87267,spain,20.0,1
37791,87268,canada,22.0,1
37794,87272,usa,34.0,1
37797,87279,netherlands,23.0,1
37798,87280,germany,22.0,1
37799,87282,germany,26.0,1
37800,87283,france,26.0,1
37802,87288,italy,28.0,1
37804,87293,mexico,27.0,1
37805,87295,china,21.0,1
37806,87298,china,20.0,1
37808,87303,canada,20.0,1
37810,87308,usa,27.0,1
37811,87309,usa,35.0,1
37812,87310,canada,11.0,1
37813,87311,portugal,22.0,1
37814,87316,spain,23.0,1
37815,87319,germany,22.0,1
37818,87323,philippines,23.0,1
37819,87324,germany,38.0,1
37820,87325,germany,27.0,1
37821,87328,france,36.0,1
37824,87332,spain,18.0,1
37825,87334,germany,30.0,1
37826,87338,canada,26.0,1
37827,87339,usa,17.0,1
37828,87340,usa,38.0,1
37830,87344,canada,25.0,1
37831,87347,spain,23.0,1
37832,87348,canada,29.0,1
37834,87356,germany,31.0,1
37836,87359,brazil,19.0,1
37840,87367,spain,15.0,1
37841,87368,spain,15.0,1
37842,87373,spain,32.0,1
37845,87379,canada,38.0,1
37847,87382,usa,37.0,1
37849,87393,canada,39.0,1
37854,87407,usa,22.0,1
37855,87412,canada,37.0,1
37857,87418,usa,36.0,1
37868,87446,germany,17.0,1
37869,87447,spain,18.0,1
37872,87464,usa,24.0,1
37874,87469,australia,24.0,1
37876,87472,usa,18.0,1
37877,87474,canada,34.0,1
37878,87477,italy,39.0,1
37879,87478,spain,15.0,1
37881,87483,germany,24.0,1
37883,87485,germany,32.0,1
37884,87488,france,23.0,1
37886,87490,france,30.0,1
37888,87494,spain,18.0,1
37889,87499,spain,24.0,1
37891,87502,spain,16.0,1
37892,87506,spain,22.0,1
37893,87507,spain,24.0,1
37896,87513,usa,35.0,1
37898,87515,belgium,29.0,1
37899,87516,switzerland,30.0,1
37901,87518,italy,34.0,1
37902,87520,usa,23.0,1
37905,87524,italy,32.0,1
37908,87529,china,29.0,1
37909,87532,usa,33.0,1
37910,87533,italy,26.0,1
37911,87534,spain,24.0,1
37913,87537,australia,17.0,1
37914,87538,usa,27.0,1
37915,87541,spain,17.0,1
37918,87552,spain,21.0,1
37919,87553,usa,32.0,1
37920,87561,spain,23.0,1
37921,87567,usa,36.0,1
37922,87570,united kingdom,20.0,1
37924,87572,spain,26.0,1
37925,87573,usa,34.0,1
37926,87576,usa,34.0,1
37927,87577,usa,35.0,1
37928,87578,spain,22.0,1
37929,87581,portugal,29.0,1
37930,87583,usa,38.0,1
37931,87585,usa,23.0,1
37932,87587,australia,13.0,1
37934,87591,united kingdom,39.0,1
37938,87603,germany,34.0,1
37942,87616,mexico,33.0,1
37943,87618,australia,29.0,1
37944,87619,india,21.0,1
37946,87624,united kingdom,26.0,1
37950,87630,usa,36.0,1
37952,87638,usa,32.0,1
37962,87658,usa,26.0,1
37964,87664,usa,16.0,1
37965,87666,united kingdom,26.0,1
37966,87667,usa,28.0,1
37971,87689,usa,21.0,1
37973,87694,usa,25.0,1
37975,87699,australia,18.0,1
37977,87709,spain,30.0,1
37979,87716,italy,24.0,1
37980,87717,usa,21.0,1
37981,87718,spain,37.0,1
37985,87727,australia,33.0,1
37986,87731,usa,18.0,1
37987,87732,spain,33.0,1
37988,87737,spain,29.0,1
37989,87738,usa,17.0,1
37992,87751,usa,27.0,1
37995,87759,usa,18.0,1
37996,87761,portugal,17.0,1
37997,87764,spain,24.0,1
38000,87769,usa,29.0,1
38001,87771,italy,26.0,1
38002,87773,mexico,22.0,1
38003,87774,spain,25.0,1
38004,87778,spain,29.0,1
38005,87784,china,17.0,1
38009,87794,usa,33.0,1
38010,87796,usa,26.0,1
38011,87797,usa,37.0,1
38012,87798,usa,34.0,1
38013,87799,usa,14.0,1
38016,87802,usa,34.0,1
38018,87806,usa,26.0,1
38020,87811,usa,35.0,1
38021,87815,usa,27.0,1
38022,87816,italy,30.0,1
38023,87818,portugal,32.0,1
38024,87819,portugal,32.0,1
38025,87821,spain,37.0,1
38026,87823,italy,27.0,1
38027,87830,italy,32.0,1
38029,87832,spain,26.0,1
38030,87835,canada,35.0,1
38031,87839,italy,35.0,1
38032,87840,italy,38.0,1
38033,87843,italy,29.0,1
38037,87857,spain,25.0,1
38038,87867,germany,31.0,1
38039,87868,usa,38.0,1
38040,87869,australia,27.0,1
38041,87879,germany,37.0,1
38042,87882,germany,38.0,1
38043,87883,united kingdom,21.0,1
38044,87884,usa,23.0,1
38046,87887,usa,25.0,1
38047,87888,spain,29.0,1
38048,87889,spain,25.0,1
38050,87898,usa,28.0,1
38052,87900,usa,27.0,1
38054,87903,usa,34.0,1
38055,87904,spain,25.0,1
38056,87905,spain,31.0,1
38057,87907,united kingdom,22.0,1
38061,87916,usa,23.0,1
38062,87918,usa,19.0,1
38063,87920,spain,23.0,1
38066,87923,spain,30.0,1
38068,87925,usa,34.0,1
38069,87926,australia,37.0,1
38070,87927,australia,19.0,1
38072,87933,france,34.0,1
38074,87939,germany,35.0,1
38076,87946,australia,24.0,1
38077,87954,usa,31.0,1
38081,87968,canada,28.0,1
38082,87969,united kingdom,25.0,1
38090,87984,united kingdom,20.0,1
38091,87985,united kingdom,27.0,1
38092,87986,united kingdom,18.0,1
38094,87988,usa,35.0,1
38096,87990,portugal,32.0,1
38097,87994,canada,39.0,1
38099,87997,germany,28.0,1
38101,88003,australia,19.0,1
38105,88011,united kingdom,23.0,1
38106,88014,italy,23.0,1
38110,88020,australia,36.0,1
38112,88026,brazil,24.0,1
38114,88032,usa,19.0,1
38115,88033,usa,18.0,1
38117,88036,usa,30.0,1
38118,88037,usa,38.0,1
38122,88044,france,20.0,1
38123,88047,usa,22.0,1
38125,88051,usa,35.0,1
38126,88055,united kingdom,35.0,1
38127,88056,usa,38.0,1
38128,88057,usa,36.0,1
38129,88058,spain,24.0,1
38130,88064,brazil,22.0,1
38131,88067,canada,23.0,1
38132,88074,usa,30.0,1
38136,88078,united kingdom,18.0,1
38145,88093,canada,28.0,1
38146,88096,canada,16.0,1
38148,88098,usa,26.0,1
38150,88102,italy,23.0,1
38152,88106,usa,17.0,1
38153,88110,canada,34.0,1
38154,88111,usa,14.0,1
38155,88113,usa,16.0,1
38156,88114,usa,18.0,1
38158,88124,china,18.0,1
38160,88128,usa,34.0,1
38161,88132,canada,37.0,1
38163,88136,usa,14.0,1
38164,88138,usa,16.0,1
38165,88142,philippines,19.0,1
38167,88144,usa,18.0,1
38169,88149,united kingdom,22.0,1
38170,88150,italy,35.0,1
38174,88164,spain,34.0,1
38177,88171,usa,29.0,1
38182,88183,usa,26.0,1
38183,88188,usa,16.0,1
38184,88192,usa,36.0,1
38188,88197,brazil,27.0,1
38190,88200,usa,30.0,1
38191,88201,spain,19.0,1
38193,88205,usa,18.0,1
38194,88209,france,21.0,1
38196,88214,usa,29.0,1
38197,88215,spain,38.0,1
38200,88227,",",37.0,1
38201,88228,usa,32.0,1
38202,88230,usa,25.0,1
38204,88235,usa,28.0,1
38205,88239,france,28.0,1
38207,88247,germany,25.0,1
38211,88260,usa,38.0,1
38213,88265,france,27.0,1
38216,88268,turkey,30.0,1
38217,88270,united kingdom,32.0,1
38220,88285,australia,15.0,1
38222,88289,australia,13.0,1
38225,88295,usa,19.0,1
38227,88301,usa,28.0,1
38228,88302,usa,35.0,1
38231,88312,usa,34.0,1
38232,88316,usa,28.0,1
38233,88318,usa,37.0,1
38237,88325,canada,33.0,1
38238,88328,canada,23.0,1
38246,88342,canada,31.0,1
38247,88344,usa,37.0,1
38250,88350,canada,27.0,1
38251,88351,united kingdom,25.0,1
38252,88361,usa,15.0,1
38253,88363,united kingdom,31.0,1
38254,88368,usa,34.0,1
38259,88381,germany,24.0,1
38260,88382,belgium,27.0,1
38261,88383,italy,15.0,1
38262,88385,usa,30.0,1
38264,88391,italy,23.0,1
38265,88392,",",32.0,1
38266,88393,brazil,30.0,1
38268,88398,germany,21.0,1
38269,88402,usa,29.0,1
38270,88405,spain,29.0,1
38271,88406,australia,27.0,1
38272,88407,usa,37.0,1
38273,88408,germany,37.0,1
38275,88413,usa,21.0,1
38276,88414,australia,27.0,1
38280,88421,usa,25.0,1
38281,88423,netherlands,35.0,1
38283,88425,finland,20.0,1
38286,88429,australia,12.0,1
38290,88436,spain,28.0,1
38295,88442,canada,28.0,1
38296,88447,australia,24.0,1
38297,88448,spain,26.0,1
38305,88464,spain,23.0,1
38306,88465,spain,23.0,1
38308,88470,brazil,36.0,1
38312,88482,spain,27.0,1
38314,88485,spain,21.0,1
38315,88486,spain,26.0,1
38316,88487,spain,26.0,1
38317,88490,usa,28.0,1
38318,88492,united kingdom,22.0,1
38320,88501,usa,22.0,1
38321,88503,spain,22.0,1
38325,88519,usa,38.0,1
38332,88529,canada,26.0,1
38336,88543,spain,34.0,1
38337,88545,usa,28.0,1
38338,88546,usa,35.0,1
38339,88547,usa,32.0,1
38341,88552,spain,17.0,1
38342,88553,spain,32.0,1
38343,88555,united kingdom,30.0,1
38345,88557,germany,31.0,1
38346,88559,united kingdom,26.0,1
38347,88560,spain,20.0,1
38349,88562,united kingdom,21.0,1
38350,88564,spain,28.0,1
38351,88566,spain,14.0,1
38352,88568,united kingdom,13.0,1
38354,88570,spain,20.0,1
38355,88573,spain,31.0,1
38357,88577,germany,38.0,1
38358,88580,canada,18.0,1
38359,88581,australia,23.0,1
38361,88583,spain,22.0,1
38362,88592,australia,23.0,1
38363,88594,usa,38.0,1
38364,88595,united kingdom,14.0,1
38365,88597,germany,23.0,1
38366,88601,canada,19.0,1
38367,88604,spain,25.0,1
38368,88611,usa,28.0,1
38371,88617,australia,32.0,1
38372,88619,usa,24.0,1
38375,88624,usa,14.0,1
38377,88627,australia,37.0,1
38378,88630,belgium,20.0,1
38380,88637,germany,27.0,1
38387,88653,spain,30.0,1
38391,88660,usa,19.0,1
38393,88665,malaysia,14.0,1
38397,88681,usa,37.0,1
38398,88682,usa,31.0,1
38399,88687,usa,34.0,1
38400,88690,united kingdom,27.0,1
38403,88694,usa,29.0,1
38405,88698,germany,29.0,1
38406,88699,usa,29.0,1
38410,88707,italy,35.0,1
38411,88709,turkey,16.0,1
38413,88715,china,17.0,1
38416,88720,canada,36.0,1
38418,88725,usa,31.0,1
38420,88737,united kingdom,33.0,1
38421,88740,usa,21.0,1
38422,88741,usa,30.0,1
38424,88745,portugal,18.0,1
38425,88746,canada,16.0,1
38428,88752,spain,25.0,1
38433,88764,india,20.0,1
38434,88766,united kingdom,26.0,1
38440,88786,usa,32.0,1
38441,88787,australia,32.0,1
38442,88788,italy,29.0,1
38444,88794,spain,25.0,1
38446,88799,france,21.0,1
38447,88802,canada,25.0,1
38452,88809,usa,18.0,1
38453,88815,usa,38.0,1
38454,88821,canada,25.0,1
38456,88823,usa,27.0,1
38458,88825,usa,19.0,1
38459,88833,spain,24.0,1
38461,88837,italy,22.0,1
38465,88846,usa,30.0,1
38466,88848,usa,38.0,1
38467,88850,canada,28.0,1
38468,88852,usa,30.0,1
38469,88853,usa,36.0,1
38473,88859,usa,26.0,1
38474,88860,usa,26.0,1
38476,88865,iran,26.0,1
38479,88868,usa,30.0,1
38480,88875,france,29.0,1
38482,88881,usa,36.0,1
38484,88885,usa,23.0,1
38488,88891,canada,20.0,1
38491,88897,canada,33.0,1
38493,88899,germany,30.0,1
38494,88901,australia,34.0,1
38499,88910,usa,33.0,1
38501,88912,usa,36.0,1
38503,88915,germany,28.0,1
38506,88918,usa,26.0,1
38509,88924,usa,29.0,1
38512,88929,india,20.0,1
38514,88932,germany,30.0,1
38515,88935,germany,38.0,1
38520,88951,spain,19.0,1
38521,88953,usa,33.0,1
38522,88954,usa,22.0,1
38524,88957,germany,22.0,1
38526,88966,italy,36.0,1
38527,88967,united kingdom,32.0,1
38529,88972,united kingdom,31.0,1
38530,88973,united kingdom,30.0,1
38532,88975,usa,31.0,1
38533,88977,australia,18.0,1
38537,88989,canada,29.0,1
38538,88990,australia,18.0,1
38540,88994,usa,36.0,1
38546,89006,usa,32.0,1
38547,89007,portugal,34.0,1
38549,89012,united kingdom,37.0,1
38550,89015,new zealand,17.0,1
38551,89016,philippines,26.0,1
38553,89018,usa,30.0,1
38556,89024,usa,27.0,1
38557,89025,australia,28.0,1
38561,89035,germany,37.0,1
38563,89041,france,27.0,1
38564,89043,usa,24.0,1
38565,89045,usa,30.0,1
38566,89046,germany,23.0,1
38568,89053,united kingdom,19.0,1
38569,89054,usa,14.0,1
38570,89064,usa,22.0,1
38571,89066,australia,18.0,1
38574,89071,usa,14.0,1
38577,89077,usa,34.0,1
38583,89088,usa,32.0,1
38588,89104,usa,38.0,1
38589,89105,usa,34.0,1
38590,89106,australia,15.0,1
38592,89111,australia,31.0,1
38594,89114,germany,35.0,1
38595,89115,spain,24.0,1
38599,89125,australia,19.0,1
38600,89126,spain,23.0,1
38601,89132,usa,37.0,1
38603,89135,australia,18.0,1
38607,89145,italy,24.0,1
38608,89150,canada,35.0,1
38609,89151,spain,22.0,1
38612,89155,canada,31.0,1
38618,89164,usa,34.0,1
38625,89176,spain,25.0,1
38626,89178,france,39.0,1
38627,89183,mexico,24.0,1
38628,89184,netherlands,23.0,1
38629,89185,canada,34.0,1
38630,89186,new zealand,33.0,1
38631,89187,malaysia,38.0,1
38632,89191,germany,36.0,1
38633,89194,united kingdom,27.0,1
38635,89204,germany,29.0,1
38637,89206,spain,31.0,1
38638,89209,canada,39.0,1
38640,89217,germany,27.0,1
38642,89219,ghana,29.0,1
38643,89220,united kingdom,29.0,1
38644,89221,italy,31.0,1
38647,89226,usa,19.0,1
38648,89227,usa,27.0,1
38651,89231,australia,29.0,1
38653,89242,united kingdom,28.0,1
38654,89243,united kingdom,28.0,1
38655,89245,germany,34.0,1
38656,89246,germany,35.0,1
38660,89252,mexico,27.0,1
38663,89256,mexico,23.0,1
38664,89257,germany,37.0,1
38667,89269,italy,27.0,1
38668,89270,spain,25.0,1
38671,89279,germany,22.0,1
38672,89280,spain,29.0,1
38673,89281,germany,35.0,1
38674,89285,germany,29.0,1
38679,89294,australia,16.0,1
38680,89296,germany,33.0,1
38681,89297,spain,29.0,1
38682,89298,canada,39.0,1
38683,89299,usa,32.0,1
38684,89302,italy,25.0,1
38687,89311,portugal,35.0,1
38689,89313,italy,22.0,1
38692,89319,usa,30.0,1
38696,89325,united kingdom,34.0,1
38699,89330,united kingdom,35.0,1
38702,89343,usa,19.0,1
38705,89355,spain,21.0,1
38708,89359,spain,23.0,1
38709,89364,germany,26.0,1
38710,89365,canada,20.0,1
38713,89371,china,29.0,1
38716,89378,france,19.0,1
38717,89379,united kingdom,26.0,1
38718,89383,united kingdom,17.0,1
38721,89392,usa,35.0,1
38724,89399,spain,23.0,1
38728,89407,usa,20.0,1
38730,89410,italy,21.0,1
38734,89420,germany,23.0,1
38735,89424,germany,19.0,1
38738,89435,canada,33.0,1
38739,89436,spain,33.0,1
38740,89438,germany,31.0,1
38741,89441,usa,26.0,1
38742,89442,canada,17.0,1
38743,89444,usa,27.0,1
38744,89445,brazil,23.0,1
38746,89449,spain,25.0,1
38748,89452,usa,24.0,1
38749,89454,usa,25.0,1
38751,89457,usa,26.0,1
38753,89459,usa,24.0,1
38754,89464,australia,38.0,1
38756,89469,spain,28.0,1
38758,89472,usa,16.0,1
38762,89480,spain,32.0,1
38767,89490,usa,36.0,1
38768,89494,spain,29.0,1
38769,89495,usa,33.0,1
38776,89508,mexico,33.0,1
38777,89510,usa,29.0,1
38779,89517,usa,29.0,1
38781,89524,portugal,24.0,1
38782,89527,usa,21.0,1
38783,89528,iran,24.0,1
38784,89530,canada,23.0,1
38785,89531,spain,37.0,1
38787,89535,portugal,23.0,1
38788,89536,usa,34.0,1
38789,89539,spain,27.0,1
38792,89550,mexico,21.0,1
38796,89560,china,36.0,1
38797,89561,australia,27.0,1
38798,89564,italy,37.0,1
38801,89571,united kingdom,35.0,1
38802,89572,france,23.0,1
38804,89583,usa,26.0,1
38805,89587,germany,19.0,1
38806,89590,canada,19.0,1
38807,89593,italy,20.0,1
38809,89603,united kingdom,20.0,1
38811,89611,usa,32.0,1
38814,89615,germany,22.0,1
38815,89618,canada,29.0,1
38818,89627,australia,35.0,1
38821,89636,italy,33.0,1
38823,89641,germany,25.0,1
38825,89648,germany,30.0,1
38827,89650,usa,35.0,1
38828,89652,australia,15.0,1
38829,89654,australia,35.0,1
38830,89655,usa,31.0,1
38831,89663,new zealand,13.0,1
38834,89673,usa,28.0,1
38835,89676,spain,31.0,1
38839,89688,united kingdom,38.0,1
38840,89691,",",36.0,1
38841,89692,canada,16.0,1
38842,89696,united kingdom,37.0,1
38843,89705,italy,29.0,1
38844,89709,usa,26.0,1
38846,89712,australia,22.0,1
38847,89717,italy,32.0,1
38848,89718,italy,25.0,1
38849,89720,italy,35.0,1
38850,89725,italy,24.0,1
38851,89728,usa,35.0,1
38852,89730,italy,36.0,1
38854,89736,usa,15.0,1
38855,89737,italy,34.0,1
38856,89738,spain,24.0,1
38857,89739,iran,28.0,1
38858,89740,spain,24.0,1
38859,89741,italy,38.0,1
38860,89743,italy,25.0,1
38862,89750,italy,21.0,1
38863,89752,australia,25.0,1
38864,89757,italy,25.0,1
38867,89763,italy,28.0,1
38868,89765,italy,34.0,1
38870,89767,germany,36.0,1
38871,89770,germany,18.0,1
38872,89771,",",21.0,1
38874,89775,italy,24.0,1
38875,89785,china,27.0,1
38876,89786,usa,36.0,1
38879,89789,united kingdom,26.0,1
38880,89792,usa,32.0,1
38881,89793,italy,23.0,1
38882,89794,italy,21.0,1
38883,89797,malaysia,21.0,1
38884,89801,usa,27.0,1
38885,89804,united kingdom,25.0,1
38886,89806,usa,36.0,1
38887,89807,new zealand,28.0,1
38889,89809,usa,24.0,1
38890,89811,italy,33.0,1
38891,89812,new zealand,14.0,1
38892,89816,germany,31.0,1
38893,89817,mexico,14.0,1
38895,89820,spain,18.0,1
38897,89827,portugal,30.0,1
38899,89829,usa,19.0,1
38900,89831,usa,31.0,1
38901,89833,australia,12.0,1
38903,89839,usa,34.0,1
38905,89844,usa,27.0,1
38907,89853,usa,18.0,1
38909,89858,usa,22.0,1
38910,89860,canada,24.0,1
38913,89866,spain,25.0,1
38914,89871,usa,13.0,1
38917,89877,germany,36.0,1
38918,89879,usa,16.0,1
38919,89880,usa,19.0,1
38920,89881,germany,30.0,1
38921,89884,canada,28.0,1
38922,89885,brazil,30.0,1
38923,89886,usa,21.0,1
38924,89889,italy,28.0,1
38926,89894,australia,24.0,1
38927,89899,canada,21.0,1
38928,89902,united kingdom,18.0,1
38929,89903,usa,36.0,1
38930,89904,usa,16.0,1
38931,89909,canada,14.0,1
38933,89912,usa,34.0,1
38934,89915,usa,14.0,1
38935,89918,australia,17.0,1
38936,89919,canada,30.0,1
38938,89927,canada,33.0,1
38939,89931,usa,19.0,1
38940,89932,brazil,24.0,1
38943,89935,usa,34.0,1
38944,89936,usa,26.0,1
38945,89940,italy,19.0,1
38946,89944,usa,18.0,1
38948,89947,belgium,23.0,1
38951,89953,portugal,31.0,1
38952,89956,usa,28.0,1
38953,89959,netherlands,38.0,1
38956,89967,italy,25.0,1
38957,89969,usa,17.0,1
38958,89974,switzerland,28.0,1
38962,89978,canada,36.0,1
38963,89982,netherlands,19.0,1
38964,89986,spain,16.0,1
38966,89989,usa,30.0,1
38967,89994,australia,27.0,1
38968,90005,portugal,18.0,1
38969,90007,italy,31.0,1
38971,90013,united kingdom,19.0,1
38973,90018,usa,18.0,1
38974,90020,brazil,30.0,1
38975,90021,brazil,35.0,1
38978,90027,canada,15.0,1
38979,90030,australia,25.0,1
38980,90033,united kingdom,23.0,1
38984,90044,spain,19.0,1
