,uid,location,age,cluster
37329,86264,usa,76.0,0
37331,86271,usa,53.0,0
37334,86275,united kingdom,43.0,0
37338,86285,canada,42.0,0
37343,86299,canada,71.0,0
37351,86326,spain,49.0,0
37354,86329,usa,69.0,0
37355,86333,netherlands,54.0,0
37359,86347,usa,51.0,0
37361,86350,usa,41.0,0
37364,86358,canada,52.0,0
37367,86362,usa,44.0,0
37368,86366,usa,55.0,0
37369,86369,usa,49.0,0
37370,86370,usa,51.0,0
37379,86389,usa,51.0,0
37380,86390,usa,66.0,0
37383,86395,usa,45.0,0
37389,86407,usa,44.0,0
37395,86421,new zealand,55.0,0
37397,86426,usa,52.0,0
37409,86448,united kingdom,49.0,0
37410,86450,usa,39.0,0
37412,86453,usa,58.0,0
37415,86469,usa,58.0,0
37416,86473,usa,47.0,0
37418,86477,brazil,50.0,0
37433,86505,italy,48.0,0
37436,86515,usa,55.0,0
37439,86519,usa,49.0,0
37441,86523,usa,60.0,0
37442,86524,usa,50.0,0
37443,86525,usa,50.0,0
37451,86550,germany,58.0,0
37459,86563,usa,51.0,0
37467,86573,usa,59.0,0
37476,86588,usa,41.0,0
37477,86589,nigeria,108.0,0
37479,86591,spain,41.0,0
37486,86606,canada,46.0,0
37490,86615,switzerland,49.0,0
37492,86624,united kingdom,56.0,0
37494,86626,usa,52.0,0
37497,86633,italy,42.0,0
37500,86645,usa,54.0,0
37501,86646,australia,58.0,0
37506,86654,usa,49.0,0
37518,86667,spain,39.0,0
37521,86673,usa,64.0,0
37523,86677,usa,57.0,0
37528,86687,usa,53.0,0
37532,86698,usa,49.0,0
37535,86703,spain,57.0,0
37538,86711,france,44.0,0
37539,86712,canada,42.0,0
37543,86724,australia,59.0,0
37547,86734,usa,44.0,0
37549,86737,germany,59.0,0
37550,86739,italy,57.0,0
37551,86740,usa,64.0,0
37552,86743,usa,44.0,0
37553,86745,canada,52.0,0
37554,86746,spain,39.0,0
37558,86753,canada,43.0,0
37559,86754,usa,63.0,0
37563,86762,usa,50.0,0
37564,86763,usa,48.0,0
37565,86766,germany,54.0,0
37567,86771,canada,59.0,0
37570,86777,usa,47.0,0
37573,86780,canada,42.0,0
37575,86782,usa,69.0,0
37578,86786,new zealand,46.0,0
37583,86805,portugal,44.0,0
37588,86812,usa,39.0,0
37590,86814,usa,53.0,0
37591,86815,australia,62.0,0
37592,86816,usa,39.0,0
37593,86827,usa,48.0,0
37594,86828,usa,56.0,0
37595,86830,canada,59.0,0
37596,86831,usa,44.0,0
37597,86834,usa,47.0,0
37598,86836,usa,39.0,0
37599,86839,usa,48.0,0
37600,86840,usa,49.0,0
37601,86845,united kingdom,47.0,0
37602,86846,canada,46.0,0
37603,86857,canada,51.0,0
37604,86858,usa,56.0,0
37605,86860,usa,57.0,0
37606,86864,usa,56.0,0
37607,86865,usa,47.0,0
37610,86870,usa,65.0,0
37615,86886,canada,40.0,0
37616,86888,portugal,44.0,0
37620,86894,",",41.0,0
37622,86900,usa,40.0,0
37629,86910,usa,42.0,0
37630,86911,usa,58.0,0
37631,86912,united kingdom,42.0,0
37633,86916,united kingdom,50.0,0
37635,86918,united kingdom,50.0,0
37638,86930,usa,47.0,0
37639,86933,italy,50.0,0
37652,86955,usa,41.0,0
37658,86979,usa,40.0,0
37659,86981,australia,44.0,0
37663,86989,usa,51.0,0
37664,86993,usa,56.0,0
37669,87004,usa,50.0,0
37673,87014,usa,45.0,0
37676,87017,spain,42.0,0
37679,87024,australia,43.0,0
37692,87053,united kingdom,49.0,0
37695,87062,usa,58.0,0
37700,87073,usa,67.0,0
37702,87076,italy,64.0,0
37704,87078,usa,44.0,0
37705,87079,spain,39.0,0
37709,87084,canada,55.0,0
37711,87086,spain,40.0,0
37713,87088,canada,45.0,0
37715,87090,usa,55.0,0
37716,87094,usa,46.0,0
37717,87096,usa,57.0,0
37718,87097,canada,103.0,0
37722,87105,spain,54.0,0
37726,87113,usa,54.0,0
37727,87115,usa,48.0,0
37728,87116,australia,39.0,0
37729,87122,united kingdom,70.0,0
37733,87128,",",55.0,0
37738,87139,usa,40.0,0
37739,87142,usa,55.0,0
37740,87148,usa,49.0,0
37741,87151,usa,39.0,0
37744,87159,spain,51.0,0
37746,87161,usa,53.0,0
37753,87174,usa,53.0,0
37754,87176,usa,55.0,0
37755,87179,usa,53.0,0
37757,87181,usa,47.0,0
37758,87182,united kingdom,55.0,0
37759,87186,usa,60.0,0
37767,87214,usa,52.0,0
37769,87218,new zealand,45.0,0
37770,87220,united kingdom,54.0,0
37774,87228,usa,65.0,0
37779,87240,usa,45.0,0
37782,87244,germany,46.0,0
37785,87250,usa,61.0,0
37792,87270,united kingdom,72.0,0
37793,87271,united kingdom,65.0,0
37795,87273,canada,43.0,0
37796,87277,united kingdom,54.0,0
37801,87287,usa,54.0,0
37807,87299,usa,51.0,0
37809,87305,usa,59.0,0
37816,87320,spain,49.0,0
37817,87322,usa,55.0,0
37822,87329,usa,50.0,0
37823,87330,usa,53.0,0
37829,87342,canada,59.0,0
37833,87352,usa,67.0,0
37835,87357,australia,47.0,0
37837,87361,usa,47.0,0
37838,87362,spain,43.0,0
37839,87364,usa,49.0,0
37843,87375,usa,48.0,0
37846,87380,usa,47.0,0
37848,87392,usa,45.0,0
37850,87395,usa,50.0,0
37851,87404,usa,57.0,0
37852,87405,usa,50.0,0
37853,87406,usa,58.0,0
37856,87413,canada,47.0,0
37858,87422,usa,49.0,0
37859,87424,usa,51.0,0
37860,87425,usa,48.0,0
37861,87427,usa,68.0,0
37862,87431,united kingdom,41.0,0
37863,87435,usa,58.0,0
37864,87441,usa,53.0,0
37865,87443,usa,74.0,0
37866,87444,usa,55.0,0
37867,87445,new zealand,43.0,0
37870,87448,italy,48.0,0
37871,87451,usa,44.0,0
37873,87466,united kingdom,45.0,0
37875,87471,united kingdom,42.0,0
37880,87479,germany,39.0,0
37885,87489,usa,56.0,0
37887,87492,usa,45.0,0
37894,87509,usa,48.0,0
37895,87512,usa,41.0,0
37897,87514,usa,55.0,0
37900,87517,spain,47.0,0
37904,87522,usa,39.0,0
37906,87525,spain,49.0,0
37907,87527,usa,60.0,0
37916,87543,australia,41.0,0
37917,87546,united kingdom,45.0,0
37923,87571,usa,73.0,0
37933,87590,australia,55.0,0
37935,87592,canada,52.0,0
37937,87598,usa,41.0,0
37939,87609,usa,50.0,0
37940,87611,united kingdom,44.0,0
37941,87615,spain,50.0,0
37945,87622,united kingdom,45.0,0
37947,87625,usa,49.0,0
37951,87632,usa,47.0,0
37953,87642,usa,60.0,0
37954,87643,usa,42.0,0
37955,87649,australia,57.0,0
37956,87650,usa,50.0,0
37957,87651,usa,55.0,0
37958,87653,usa,44.0,0
37959,87654,usa,44.0,0
37960,87655,usa,54.0,0
37961,87656,united kingdom,49.0,0
37967,87673,usa,43.0,0
37968,87674,italy,54.0,0
37969,87677,australia,52.0,0
37970,87680,germany,49.0,0
37972,87693,usa,49.0,0
37976,87708,usa,39.0,0
37978,87715,italy,46.0,0
37983,87724,france,45.0,0
37990,87749,usa,57.0,0
37991,87750,usa,46.0,0
37993,87754,usa,41.0,0
37994,87756,spain,53.0,0
37998,87766,usa,73.0,0
37999,87768,usa,47.0,0
38008,87793,usa,58.0,0
38014,87800,usa,43.0,0
38015,87801,usa,43.0,0
38017,87803,usa,53.0,0
38019,87808,usa,62.0,0
38028,87831,germany,48.0,0
38034,87845,italy,57.0,0
38035,87849,italy,59.0,0
38036,87852,italy,84.0,0
38045,87886,canada,40.0,0
38049,87892,usa,39.0,0
38051,87899,chile,53.0,0
38053,87902,spain,47.0,0
38058,87910,spain,43.0,0
38059,87912,germany,49.0,0
38060,87913,united kingdom,43.0,0
38064,87921,spain,52.0,0
38065,87922,mexico,49.0,0
38067,87924,spain,45.0,0
38071,87930,usa,51.0,0
38073,87935,usa,41.0,0
38075,87941,australia,47.0,0
38078,87961,usa,54.0,0
38079,87963,usa,60.0,0
38080,87965,usa,68.0,0
38083,87970,usa,55.0,0
38084,87971,new zealand,51.0,0
38085,87972,united kingdom,49.0,0
38086,87973,usa,61.0,0
38087,87976,australia,53.0,0
38088,87979,australia,66.0,0
38089,87983,spain,43.0,0
38093,87987,usa,61.0,0
38095,87989,canada,47.0,0
38098,87995,usa,39.0,0
38100,88001,usa,47.0,0
38102,88004,usa,50.0,0
38103,88009,spain,41.0,0
38104,88010,usa,43.0,0
38107,88015,united kingdom,50.0,0
38108,88017,united kingdom,45.0,0
38109,88018,italy,40.0,0
38111,88024,usa,48.0,0
38113,88027,usa,74.0,0
38116,88034,usa,52.0,0
38119,88038,usa,51.0,0
38120,88039,usa,48.0,0
38121,88043,usa,59.0,0
38133,88075,",",62.0,0
38134,88076,usa,62.0,0
38135,88077,usa,44.0,0
38137,88079,usa,53.0,0
38138,88082,australia,46.0,0
38139,88085,usa,50.0,0
38140,88086,usa,48.0,0
38141,88088,usa,52.0,0
38142,88090,italy,44.0,0
38143,88091,usa,60.0,0
38144,88092,usa,49.0,0
38147,88097,usa,50.0,0
38149,88101,brazil,44.0,0
38151,88103,usa,56.0,0
38157,88118,usa,56.0,0
38159,88126,usa,74.0,0
38162,88134,usa,61.0,0
38166,88143,usa,51.0,0
38172,88154,usa,51.0,0
38173,88159,usa,44.0,0
38175,88165,canada,54.0,0
38176,88167,usa,48.0,0
38178,88172,usa,44.0,0
38179,88173,usa,51.0,0
38180,88174,usa,60.0,0
38181,88182,usa,42.0,0
38185,88194,usa,44.0,0
38186,88195,usa,52.0,0
38187,88196,usa,73.0,0
38189,88199,usa,49.0,0
38192,88202,usa,47.0,0
38195,88213,new zealand,57.0,0
38199,88221,usa,42.0,0
38203,88231,usa,57.0,0
38206,88241,germany,40.0,0
38208,88249,usa,49.0,0
38209,88258,usa,42.0,0
38214,88266,italy,71.0,0
38215,88267,germany,39.0,0
38219,88281,usa,63.0,0
38221,88286,usa,55.0,0
38223,88291,usa,47.0,0
38224,88293,usa,59.0,0
38226,88297,germany,41.0,0
38230,88305,usa,50.0,0
38234,88319,usa,53.0,0
38236,88324,usa,52.0,0
38239,88331,usa,60.0,0
38240,88333,australia,39.0,0
38241,88334,australia,39.0,0
38242,88335,usa,63.0,0
38243,88337,usa,60.0,0
38244,88338,usa,39.0,0
38245,88340,usa,51.0,0
38248,88345,usa,46.0,0
38249,88349,united kingdom,54.0,0
38255,88371,usa,61.0,0
38256,88372,usa,65.0,0
38257,88377,usa,60.0,0
38258,88378,mexico,54.0,0
38263,88388,france,59.0,0
38267,88397,switzerland,45.0,0
38277,88415,germany,48.0,0
38279,88419,usa,54.0,0
38282,88424,germany,41.0,0
38284,88426,new zealand,48.0,0
38285,88428,australia,47.0,0
38287,88430,usa,49.0,0
38288,88432,germany,56.0,0
38289,88433,usa,43.0,0
38291,88437,germany,52.0,0
38292,88438,usa,53.0,0
38293,88440,usa,45.0,0
38298,88449,germany,41.0,0
38299,88451,spain,44.0,0
38300,88453,usa,42.0,0
38301,88454,australia,43.0,0
38303,88456,usa,53.0,0
38304,88463,spain,50.0,0
38307,88466,usa,43.0,0
38309,88471,germany,59.0,0
38310,88480,usa,55.0,0
38311,88481,usa,48.0,0
38313,88483,usa,45.0,0
38319,88495,usa,46.0,0
38322,88504,usa,48.0,0
38324,88516,usa,57.0,0
38326,88520,usa,54.0,0
38327,88523,canada,54.0,0
38329,88525,australia,46.0,0
38330,88527,",",47.0,0
38331,88528,usa,48.0,0
38333,88531,usa,39.0,0
38334,88534,usa,64.0,0
38335,88537,australia,57.0,0
38340,88548,germany,42.0,0
38344,88556,usa,54.0,0
38348,88561,australia,44.0,0
38353,88569,usa,39.0,0
38356,88575,italy,46.0,0
38360,88582,france,40.0,0
38369,88612,australia,60.0,0
38373,88621,australia,54.0,0
38379,88635,usa,54.0,0
38381,88638,usa,75.0,0
38382,88639,usa,52.0,0
38383,88640,usa,74.0,0
38384,88641,usa,55.0,0
38385,88643,usa,59.0,0
38386,88649,germany,48.0,0
38388,88657,usa,62.0,0
38389,88658,belgium,41.0,0
38390,88659,usa,50.0,0
38394,88670,usa,55.0,0
38395,88672,usa,61.0,0
38396,88673,germany,57.0,0
38401,88691,united kingdom,51.0,0
38402,88692,usa,42.0,0
38407,88700,united kingdom,43.0,0
38409,88706,usa,63.0,0
38412,88713,usa,49.0,0
38414,88716,usa,52.0,0
38415,88719,usa,43.0,0
38417,88722,usa,63.0,0
38419,88732,usa,39.0,0
38423,88742,australia,48.0,0
38429,88754,germany,47.0,0
38430,88761,usa,56.0,0
38431,88762,italy,50.0,0
38432,88763,usa,48.0,0
38435,88773,usa,61.0,0
38436,88775,italy,49.0,0
38437,88781,australia,51.0,0
38438,88784,spain,55.0,0
38439,88785,germany,53.0,0
38443,88791,australia,54.0,0
38445,88796,france,54.0,0
38448,88803,canada,49.0,0
38449,88806,usa,56.0,0
38450,88807,usa,57.0,0
38457,88824,usa,41.0,0
38460,88834,usa,50.0,0
38462,88841,usa,46.0,0
38463,88843,usa,55.0,0
38464,88845,usa,70.0,0
38470,88855,usa,59.0,0
38471,88857,usa,76.0,0
38472,88858,italy,51.0,0
38475,88864,usa,39.0,0
38477,88866,usa,40.0,0
38478,88867,usa,45.0,0
38481,88876,canada,50.0,0
38483,88883,france,53.0,0
38485,88886,united kingdom,53.0,0
38486,88887,australia,55.0,0
38487,88888,united kingdom,45.0,0
38489,88892,australia,49.0,0
38490,88893,united kingdom,50.0,0
38492,88898,usa,49.0,0
38495,88902,united kingdom,41.0,0
38496,88903,usa,44.0,0
38497,88907,italy,65.0,0
38500,88911,usa,79.0,0
38502,88914,usa,44.0,0
38504,88916,usa,40.0,0
38505,88917,united kingdom,48.0,0
38507,88919,usa,57.0,0
38508,88923,usa,58.0,0
38510,88925,usa,41.0,0
38511,88926,usa,49.0,0
38513,88930,canada,51.0,0
38518,88945,usa,43.0,0
38519,88948,usa,59.0,0
38523,88956,canada,41.0,0
38525,88964,belgium,61.0,0
38528,88971,canada,46.0,0
38531,88974,australia,44.0,0
38534,88980,usa,61.0,0
38535,88982,canada,70.0,0
38536,88985,usa,48.0,0
38539,88992,usa,42.0,0
38541,88996,usa,40.0,0
38542,88997,usa,47.0,0
38543,88998,usa,57.0,0
38545,89004,united kingdom,45.0,0
38548,89009,new zealand,57.0,0
38552,89017,usa,50.0,0
38554,89020,usa,47.0,0
38558,89030,usa,54.0,0
38559,89031,usa,54.0,0
38560,89032,usa,54.0,0
38567,89051,usa,40.0,0
38572,89068,usa,54.0,0
38573,89069,usa,60.0,0
38575,89073,usa,61.0,0
38576,89075,usa,44.0,0
38578,89078,usa,42.0,0
38580,89081,usa,46.0,0
38581,89085,usa,47.0,0
38582,89086,usa,40.0,0
38585,89094,new zealand,63.0,0
38586,89099,argentina,59.0,0
38587,89102,usa,50.0,0
38591,89110,usa,63.0,0
38593,89112,usa,41.0,0
38596,89117,united kingdom,43.0,0
38597,89121,usa,43.0,0
38598,89124,usa,52.0,0
38602,89133,usa,65.0,0
38604,89137,usa,45.0,0
38605,89139,netherlands,42.0,0
38606,89141,germany,46.0,0
38610,89152,usa,41.0,0
38611,89154,usa,56.0,0
38613,89156,usa,58.0,0
38615,89160,australia,54.0,0
38616,89162,usa,55.0,0
38617,89163,spain,48.0,0
38619,89166,usa,40.0,0
38620,89168,germany,66.0,0
38621,89170,canada,52.0,0
38622,89171,usa,57.0,0
38623,89172,australia,39.0,0
38624,89174,usa,60.0,0
38636,89205,germany,49.0,0
38641,89218,canada,61.0,0
38645,89222,australia,49.0,0
38649,89228,spain,54.0,0
38650,89229,spain,47.0,0
38657,89247,italy,60.0,0
38659,89250,mexico,44.0,0
38661,89253,new zealand,41.0,0
38662,89255,usa,48.0,0
38666,89264,usa,51.0,0
38669,89272,spain,44.0,0
38670,89274,usa,55.0,0
38675,89286,germany,61.0,0
38676,89287,usa,78.0,0
38677,89289,usa,40.0,0
38678,89291,australia,59.0,0
38685,89308,australia,104.0,0
38686,89309,australia,51.0,0
38688,89312,usa,50.0,0
38690,89315,brazil,47.0,0
38691,89317,usa,55.0,0
38694,89322,united kingdom,51.0,0
38695,89323,united kingdom,44.0,0
38697,89328,usa,49.0,0
38698,89329,usa,45.0,0
38700,89336,usa,55.0,0
38703,89351,germany,46.0,0
38704,89353,italy,47.0,0
38706,89356,germany,57.0,0
38707,89358,spain,56.0,0
38711,89366,usa,59.0,0
38712,89370,australia,57.0,0
38714,89373,new zealand,45.0,0
38715,89377,usa,70.0,0
38723,89398,united kingdom,48.0,0
38725,89400,usa,48.0,0
38726,89401,canada,45.0,0
38727,89405,new zealand,45.0,0
38729,89409,usa,63.0,0
38731,89413,australia,65.0,0
38732,89416,spain,40.0,0
38736,89426,germany,39.0,0
38737,89434,usa,59.0,0
38745,89446,usa,57.0,0
38747,89451,italy,43.0,0
38750,89455,united kingdom,45.0,0
38752,89458,usa,40.0,0
38755,89465,usa,58.0,0
38757,89471,canada,72.0,0
38759,89476,usa,57.0,0
38760,89477,canada,53.0,0
38761,89478,usa,55.0,0
38763,89481,usa,43.0,0
38764,89486,france,40.0,0
38765,89487,united kingdom,56.0,0
38766,89488,italy,44.0,0
38770,89496,usa,48.0,0
38771,89497,usa,54.0,0
38772,89498,spain,42.0,0
38773,89501,usa,47.0,0
38774,89502,usa,63.0,0
38775,89505,usa,48.0,0
38778,89516,usa,76.0,0
38780,89518,usa,64.0,0
38786,89534,france,49.0,0
38790,89543,usa,50.0,0
38791,89544,australia,39.0,0
38793,89552,united kingdom,40.0,0
38794,89554,usa,44.0,0
38799,89565,usa,74.0,0
38800,89567,spain,54.0,0
38808,89595,usa,46.0,0
38810,89606,usa,58.0,0
38812,89613,netherlands,57.0,0
38813,89614,united kingdom,46.0,0
38816,89619,usa,45.0,0
38819,89628,usa,45.0,0
38822,89639,germany,44.0,0
38824,89642,usa,50.0,0
38826,89649,usa,43.0,0
38832,89665,usa,45.0,0
38833,89666,usa,44.0,0
38836,89679,usa,55.0,0
38845,89711,usa,44.0,0
38853,89732,spain,42.0,0
38861,89747,mexico,39.0,0
38866,89759,usa,71.0,0
38869,89766,italy,43.0,0
38873,89772,italy,42.0,0
38877,89787,united kingdom,52.0,0
38878,89788,usa,57.0,0
38888,89808,usa,41.0,0
38894,89819,spain,55.0,0
38896,89824,canada,46.0,0
38902,89837,australia,51.0,0
38904,89841,australia,51.0,0
38906,89846,australia,55.0,0
38908,89855,italy,62.0,0
38912,89865,usa,81.0,0
38915,89872,usa,47.0,0
38916,89873,usa,66.0,0
38925,89893,germany,47.0,0
38932,89910,usa,49.0,0
38941,89933,usa,41.0,0
38942,89934,new zealand,49.0,0
38947,89946,usa,48.0,0
38949,89951,canada,61.0,0
38950,89952,usa,54.0,0
38954,89962,australia,41.0,0
38955,89966,usa,59.0,0
38959,89975,canada,46.0,0
38960,89976,canada,44.0,0
38970,90009,usa,44.0,0
38976,90023,australia,39.0,0
38977,90025,united kingdom,54.0,0
38981,90035,germany,39.0,0
38982,90036,canada,65.0,0
38988,90050,australia,49.0,0
38989,90052,germany,43.0,0
38992,90058,germany,52.0,0
38993,90059,germany,45.0,0
38994,90061,united kingdom,46.0,0
38998,90070,usa,57.0,0
38999,90073,usa,41.0,0
39004,90091,united kingdom,52.0,0
39006,90096,canada,47.0,0
39014,90116,united kingdom,48.0,0
39016,90120,united kingdom,44.0,0
39017,90125,united kingdom,57.0,0
39019,90129,usa,61.0,0
39026,90149,germany,44.0,0
39027,90150,usa,48.0,0
39033,90168,usa,58.0,0
39036,90181,usa,40.0,0
39043,90199,usa,46.0,0
39045,90201,usa,45.0,0
39052,90210,usa,43.0,0
39053,90211,usa,66.0,0
39055,90215,usa,41.0,0
39064,90234,usa,62.0,0
39065,90235,usa,44.0,0
39066,90236,united kingdom,47.0,0
39067,90238,usa,39.0,0
39068,90248,spain,41.0,0
39069,90249,usa,54.0,0
39071,90254,usa,64.0,0
39079,90270,usa,50.0,0
39082,90280,new zealand,56.0,0
39083,90298,usa,53.0,0
39084,90301,usa,47.0,0
39085,90304,usa,43.0,0
39093,90323,usa,63.0,0
39095,90326,usa,63.0,0
39096,90327,usa,53.0,0
39099,90339,usa,51.0,0
39101,90342,usa,60.0,0
39102,90345,united kingdom,48.0,0
39106,90356,usa,44.0,0
39110,90374,usa,51.0,0
39112,90379,germany,41.0,0
39116,90384,usa,59.0,0
39117,90386,usa,40.0,0
39118,90389,usa,61.0,0
39119,90390,usa,50.0,0
39122,90399,usa,44.0,0
39124,90402,usa,64.0,0
39125,90407,usa,64.0,0
39127,90410,usa,55.0,0
39129,90414,usa,57.0,0
39130,90415,usa,49.0,0
39131,90416,usa,54.0,0
39133,90422,usa,59.0,0
39137,90431,usa,68.0,0
39138,90433,usa,46.0,0
39139,90436,usa,52.0,0
39142,90448,usa,55.0,0
39143,90449,usa,65.0,0
39145,90453,usa,54.0,0
39147,90457,italy,40.0,0
39150,90472,usa,54.0,0
39155,90479,usa,43.0,0
39157,90486,canada,54.0,0
39161,90493,usa,40.0,0
39162,90494,spain,51.0,0
39163,90496,usa,68.0,0
39168,90508,italy,40.0,0
39169,90511,usa,70.0,0
39176,90527,usa,53.0,0
39177,90530,italy,45.0,0
39182,90549,italy,60.0,0
39183,90550,italy,50.0,0
39189,90568,usa,41.0,0
39190,90576,usa,52.0,0
39191,90581,usa,66.0,0
39192,90582,united kingdom,54.0,0
39193,90583,usa,43.0,0
39197,90592,italy,44.0,0
39198,90593,brazil,55.0,0
39200,90595,usa,65.0,0
39201,90599,usa,57.0,0
39202,90603,spain,47.0,0
39203,90604,germany,47.0,0
39204,90605,australia,46.0,0
39209,90611,usa,42.0,0
39211,90618,united kingdom,42.0,0
39213,90622,usa,57.0,0
39214,90625,usa,50.0,0
39222,90637,germany,49.0,0
39223,90639,usa,57.0,0
39235,90674,usa,55.0,0
39238,90680,usa,45.0,0
39243,90689,usa,42.0,0
39250,90711,usa,44.0,0
39269,90753,usa,44.0,0
39270,90755,usa,51.0,0
39272,90759,usa,40.0,0
39274,90769,new zealand,70.0,0
39276,90773,usa,48.0,0
39287,90801,france,43.0,0
39288,90803,brazil,44.0,0
39301,90825,usa,71.0,0
39315,90860,canada,45.0,0
39320,90868,usa,54.0,0
39321,90871,australia,40.0,0
39322,90874,usa,51.0,0
39341,90946,italy,56.0,0
39348,90962,switzerland,49.0,0
39351,90968,netherlands,45.0,0
39354,90974,usa,65.0,0
39359,90980,usa,55.0,0
39360,90982,usa,52.0,0
39369,91008,usa,58.0,0
39375,91019,usa,76.0,0
39377,91022,usa,49.0,0
39378,91029,united kingdom,61.0,0
39380,91032,australia,44.0,0
39381,91033,usa,42.0,0
39383,91035,usa,56.0,0
39386,91040,australia,42.0,0
39387,91044,spain,53.0,0
39388,91045,usa,53.0,0
39391,91062,united kingdom,45.0,0
39395,91068,usa,48.0,0
39398,91075,united kingdom,46.0,0
39399,91077,usa,39.0,0
39402,91089,usa,40.0,0
39403,91091,usa,56.0,0
39404,91092,usa,42.0,0
39410,91102,usa,52.0,0
39415,91111,usa,40.0,0
39417,91121,usa,40.0,0
39422,91131,usa,60.0,0
39431,91147,usa,39.0,0
39432,91151,usa,55.0,0
39434,91154,usa,39.0,0
39437,91160,usa,42.0,0
39440,91167,usa,39.0,0
39443,91176,usa,40.0,0
39448,91185,new zealand,40.0,0
39449,91186,united kingdom,44.0,0
39450,91187,usa,43.0,0
39451,91190,usa,48.0,0
39453,91194,usa,39.0,0
39458,91206,united kingdom,46.0,0
39462,91218,usa,42.0,0
39464,91226,usa,46.0,0
39466,91230,canada,50.0,0
39468,91232,usa,55.0,0
39469,91234,usa,39.0,0
39471,91236,usa,67.0,0
39472,91238,usa,54.0,0
39474,91243,usa,66.0,0
39480,91262,canada,66.0,0
39481,91265,usa,61.0,0
39486,91277,usa,60.0,0
39489,91280,usa,46.0,0
39490,91284,australia,57.0,0
39495,91295,usa,60.0,0
39498,91303,australia,52.0,0
39499,91304,usa,50.0,0
39500,91309,usa,50.0,0
39501,91313,usa,49.0,0
39502,91314,usa,49.0,0
39504,91316,usa,54.0,0
39505,91318,usa,63.0,0
39506,91324,usa,59.0,0
39510,91333,usa,65.0,0
39513,91339,usa,43.0,0
39516,91350,usa,52.0,0
39517,91356,usa,47.0,0
39519,91359,new zealand,41.0,0
39521,91365,usa,39.0,0
39522,91367,new zealand,48.0,0
39523,91368,switzerland,43.0,0
39525,91375,usa,66.0,0
39527,91377,spain,41.0,0
39529,91382,usa,71.0,0
39532,91401,usa,74.0,0
39534,91403,usa,48.0,0
39535,91404,usa,50.0,0
39551,91450,usa,41.0,0
39552,91451,usa,52.0,0
39553,91454,united kingdom,44.0,0
39555,91456,usa,52.0,0
39557,91460,germany,45.0,0
39559,91465,usa,39.0,0
39560,91467,usa,47.0,0
39563,91471,usa,56.0,0
39565,91473,usa,77.0,0
39566,91474,usa,54.0,0
39569,91482,usa,64.0,0
39571,91485,usa,41.0,0
39572,91486,australia,41.0,0
39574,91493,canada,48.0,0
39576,91497,australia,47.0,0
39580,91504,usa,46.0,0
39582,91507,usa,55.0,0
39592,91522,canada,53.0,0
39594,91527,canada,52.0,0
39596,91531,usa,64.0,0
39601,91542,canada,52.0,0
39602,91545,usa,60.0,0
39603,91547,usa,49.0,0
39606,91552,usa,52.0,0
39614,91570,usa,54.0,0
39617,91577,spain,43.0,0
39619,91583,chile,45.0,0
39620,91587,usa,62.0,0
39622,91590,usa,41.0,0
39628,91607,usa,46.0,0
39629,91608,united kingdom,43.0,0
39631,91612,usa,45.0,0
39634,91623,usa,55.0,0
39638,91635,usa,57.0,0
39642,91648,usa,39.0,0
39646,91657,germany,40.0,0
39648,91663,usa,71.0,0
39649,91664,united kingdom,55.0,0
39651,91666,australia,80.0,0
39656,91679,usa,46.0,0
39657,91681,usa,44.0,0
39661,91689,canada,49.0,0
39663,91695,australia,54.0,0
39664,91696,united kingdom,56.0,0
39665,91697,usa,52.0,0
39669,91707,usa,55.0,0
39670,91708,usa,54.0,0
39672,91713,usa,68.0,0
39676,91720,usa,72.0,0
39677,91724,usa,46.0,0
39678,91727,spain,39.0,0
39680,91730,usa,64.0,0
39684,91740,usa,54.0,0
39685,91742,canada,69.0,0
39687,91744,usa,66.0,0
39689,91746,usa,59.0,0
39690,91749,usa,65.0,0
39696,91759,",",45.0,0
39697,91763,france,51.0,0
39699,91769,usa,49.0,0
39700,91770,usa,56.0,0
39701,91771,usa,49.0,0
39702,91773,usa,51.0,0
39703,91774,usa,44.0,0
39706,91780,usa,54.0,0
39707,91783,usa,65.0,0
39708,91786,usa,52.0,0
39709,91788,france,49.0,0
39710,91789,usa,57.0,0
39712,91793,usa,59.0,0
39718,91807,usa,55.0,0
39721,91815,usa,55.0,0
39722,91824,usa,52.0,0
39731,91848,usa,42.0,0
39732,91849,united kingdom,43.0,0
39733,91850,usa,55.0,0
39739,91859,australia,39.0,0
39748,91883,australia,46.0,0
39750,91885,usa,43.0,0
39751,91889,usa,52.0,0
39757,91897,australia,44.0,0
39758,91900,usa,45.0,0
39762,91907,usa,39.0,0
39765,91914,usa,49.0,0
39766,91916,australia,69.0,0
39769,91922,canada,61.0,0
39770,91923,spain,40.0,0
39772,91929,usa,45.0,0
39773,91934,usa,42.0,0
39775,91938,usa,51.0,0
39777,91942,united kingdom,49.0,0
39782,91949,australia,71.0,0
39784,91952,new zealand,67.0,0
39786,91956,usa,54.0,0
39793,91970,usa,45.0,0
39795,91975,usa,55.0,0
39799,91982,new zealand,40.0,0
39803,91996,usa,51.0,0
39809,92008,canada,41.0,0
39813,92015,usa,55.0,0
39820,92030,usa,42.0,0
39821,92032,usa,41.0,0
39824,92035,usa,55.0,0
39826,92039,usa,46.0,0
39827,92040,usa,70.0,0
39828,92043,usa,41.0,0
39829,92045,usa,47.0,0
39831,92048,usa,49.0,0
