,uid,isbn,rating
3852,35569,0440224624,8
3853,83326,0440224624,2
3854,93957,0440224624,10
3855,106333,0440224624,10
3856,114463,0440224624,7
3857,125681,0440224624,8
3858,207974,0440224624,8
3859,221968,0440224624,7
3860,223689,0440224624,8
3861,244212,0440224624,6
3862,250551,0451139712,9
3863,253817,0553234811,7
3864,53109,0553296981,10
3865,63925,0553296981,7
3866,132913,0553296981,8
3867,193037,0553296981,10
3868,105521,0553801031,7
3869,162383,0553801031,6
3870,24025,067168390X,9
3871,51293,067168390X,10
3872,63490,067168390X,9
3873,108153,067168390X,8
3874,228819,067168390X,10
3875,258906,067168390X,10
3876,20389,0671868691,10
3877,104498,0671868691,10
3878,120034,0671868691,7
3879,147486,0671868691,4
3880,194825,0671868691,8
3881,269779,0671868691,7
3882,121772,0766607127,10
3883,210746,0766607127,9
3884,938,0385335482,9
3885,21264,0385335482,7
3886,24569,0385335482,8
3887,39930,0385335482,9
3888,42105,0385335482,9
3889,56650,0385335482,9
3890,63711,0385335482,8
3891,64059,0385335482,10
3892,68224,0385335482,8
3893,75514,0385335482,7
3894,78770,0385335482,9
3895,91611,0385335482,8
3896,100657,0385335482,5
3897,103120,0385335482,8
3898,112558,0385335482,7
3899,122652,0385335482,5
3900,152842,0385335482,10
3901,168535,0385335482,10
3902,196944,0385335482,8
3903,223707,0385335482,10
3904,225817,0385335482,8
3905,248107,0385335482,8
3906,255588,0385335482,8
3907,256198,0385335482,10
3908,28630,0385335881,8
3909,42105,0385335881,9
3910,92806,0385335881,5
3911,137066,0385335881,3
3912,168439,0385335881,10
3913,170503,0385335881,7
3914,236444,0385335881,8
3915,951,0375704043,8
3916,237619,0375704043,8
3917,117453,0373484070,10
3918,117453,0373871279,9
3919,965,0805063889,9
3920,13001,0805063889,6
3921,37291,0805063889,10
3922,62383,0805063889,5
3923,64170,0805063889,5
3924,91149,0805063889,10
3925,116394,0805063889,7
3926,145433,0805063889,8
3927,196085,051513399X,9
3928,23363,0553582658,8
3929,49433,0553582658,9
3930,101513,0553582658,7
3931,178220,0553582658,5
3932,197812,0553582658,7
3933,242474,0553582658,8
3934,24020,0312274572,7
3935,125139,0374216495,7
3936,132662,0374216495,5
3937,147991,0374216495,8
3938,222852,0374216495,5
3939,2683,0786867086,10
3940,108211,0786867086,10
3941,53411,0345435249,10
3942,76094,0345435249,10
3943,136012,0345435249,9
3944,143768,0345435249,5
3945,181116,0345435249,8
3946,258934,0345435249,9
3947,267304,0345435249,7
3948,43420,0826308791,9
3949,98293,0826308791,9
3950,109321,0826308791,7
3951,174976,0826308791,10
3952,277230,0826308791,5
3953,1003,0451202503,5
3954,10248,0451202503,5
3955,111273,0451202503,7
3956,164102,0451202503,6
3957,197807,0451202503,7
3958,226356,0451202503,4
3959,265481,0451202503,8
3960,262442,0399149759,6
3961,1519,0671028375,8
3962,32304,0671028375,6
3963,50538,0671028375,7
3964,83013,0671028375,7
3965,114288,0671028375,6
3966,127596,0671028375,8
3967,175607,0671028375,8
3968,205847,0671028375,5
3969,219943,0671028375,8
3970,232570,0671028375,9
3971,278556,0671028375,7
3972,1016,0399146008,7
3973,31484,0399146008,8
3974,44483,0399146008,8
3975,93615,0399146008,8
3976,117285,0399146008,7
3977,1022,0375702709,10
3978,13149,0375702709,7
3979,13638,0375702709,8
3980,43652,0375702709,6
3981,47094,0375702709,7
3982,77180,0375702709,10
3983,106423,0375702709,10
3984,108900,0375702709,10
3985,131158,0375702709,9
3986,131564,0375702709,5
3987,134802,0375702709,7
3988,150730,0375702709,8
3989,154017,0375702709,7
3990,169284,0375702709,7
3991,179183,0375702709,7
3992,223513,0375702709,9
3993,261697,0375702709,6
3994,273828,0375702709,5
3995,1022,044990928X,8
3996,66661,044990928X,8
3997,92916,044990928X,8
3998,131217,044990928X,10
3999,157456,044990928X,8
4000,1024,0060916508,7
4001,41235,0060916508,8
4002,92778,0060916508,8
4003,137687,0060916508,10
4004,165697,0060916508,8
4005,1024,0671038184,5
4006,11401,0671038184,8
4007,17794,0671038184,5
4008,32839,0671038184,8
4009,91451,0671038184,8
4010,103487,0671038184,7
4011,122186,0671038184,6
4012,127120,0671038184,7
4013,171001,0671038184,5
4014,178535,0671038184,8
4015,188279,0671038184,10
4016,196085,0671038184,7
4017,202650,0671038184,8
4018,213662,0671038184,8
4019,244067,0671038184,8
4020,12270,0330262130,10
4021,218479,0330262130,9
4022,18317,0345361792,9
4023,30414,0345361792,9
4024,39116,0345361792,10
4025,42574,0345361792,10
4026,46291,0345361792,9
4027,52189,0345361792,8
4028,55757,0345361792,10
4029,66455,0345361792,7
4030,80621,0345361792,7
4031,85865,0345361792,10
4032,106414,0345361792,9
4033,109997,0345361792,10
4034,123697,0345361792,8
4035,129003,0345361792,7
4036,131498,0345361792,10
4037,143419,0345361792,9
4038,144349,0345361792,9
4039,145845,0345361792,9
4040,161957,0345361792,10
4041,169368,0345361792,10
4042,174982,0345361792,9
4043,183100,0345361792,8
4044,187422,0345361792,9
4045,213537,0345361792,10
4046,221537,0345361792,6
4047,223528,0345361792,8
4048,227855,0345361792,5
4049,231875,0345361792,9
4050,237535,0345361792,10
4051,237559,0345361792,7
4052,237868,0345361792,7
4053,250249,0345361792,10
4054,251439,0345361792,8
4055,254934,0345361792,8
4056,263476,0345361792,10
4057,268090,0345361792,8
4058,125329,0394404289,10
4059,45155,0399242562,6
4060,11497,0552998001,9
4061,120516,0552998001,10
4062,228049,0552998001,8
4063,271487,0552998001,7
4064,77795,0590660543,10
4065,122709,0590660543,5
4066,127126,0590660543,7
4067,236049,0590660543,10
4068,251286,0590660543,10
4069,90515,0963270702,7
4070,1026,1578562333,7
4071,181466,0345458915,8
4072,2966,038531258X,7
4073,108168,038531258X,8
4074,165418,038531258X,7
4075,199358,038531258X,8
4076,1038,0140317937,5
4077,15767,0140317937,7
4078,53448,0553256696,9
4079,226146,0553256696,10
4080,276333,0553256696,9
4081,1054,0375413081,9
4082,1054,1400034779,8
4083,2503,1400034779,7
4084,4999,1400034779,10
4085,8630,1400034779,7
4086,26017,1400034779,8
4087,41658,1400034779,10
4088,56531,1400034779,10
4089,74792,1400034779,7
4090,100067,1400034779,7
4091,113096,1400034779,7
4092,123015,1400034779,8
4093,126992,1400034779,10
4094,133877,1400034779,9
4095,141350,1400034779,5
4096,143464,1400034779,8
4097,146302,1400034779,8
4098,149835,1400034779,9
4099,157488,1400034779,8
4100,158837,1400034779,7
4101,169658,1400034779,9
4102,178695,1400034779,10
4103,194492,1400034779,6
4104,218695,1400034779,10
4105,219612,1400034779,9
4106,223307,1400034779,6
4107,226590,1400034779,9
4108,229682,1400034779,8
4109,233952,1400034779,9
4110,236391,1400034779,9
4111,256613,1400034779,8
4112,263925,1400034779,9
4113,1057,038533303X,6
4114,37314,038533303X,5
4115,117229,0440414520,8
4116,1057,0451163753,10
4117,100907,0451163753,7
4118,1140,0671880187,10
4119,14191,0671880187,10
4120,142435,0671880187,8
4121,172319,0671880187,9
4122,183664,0671880187,7
4123,190272,0671880187,8
4124,236774,0671880187,8
4125,247997,0671880187,7
4126,272700,0671880187,5
4127,27780,037570504X,9
4128,60850,037570504X,8
4129,89387,037570504X,6
4130,131388,037570504X,6
4131,169210,037570504X,9
4132,175203,037570504X,7
4133,178710,037570504X,9
4134,231201,037570504X,9
4135,245184,037570504X,9
4136,174078,0472113658,10
4137,18503,0609608444,7
4138,53464,0609608444,8
4139,93134,0609608444,8
4140,144980,0609608444,7
4141,217655,0609608444,10
4142,224036,0609608444,9
4143,96276,0892967048,8
4144,101383,0892967048,9
4145,1079,0915811332,8
4146,49921,0345325818,10
4147,250225,0345325818,9
4148,253673,0345325818,8
4149,272749,0345325818,9
4150,5371,0140244824,7
4151,13260,0140244824,7
4152,66060,0140244824,7
4153,139146,0140244824,7
4154,152504,0140244824,3
4155,162390,0140244824,7
4156,168794,0140244824,4
4157,257940,0140244824,7
4158,260025,0140244824,8
4159,271471,0140244824,5
4160,278106,0140244824,9
4161,1087,0884043142,9
4162,1093,0312983212,6
4163,127321,0312983212,5
4164,193417,0312983212,7
4165,211796,0312983212,10
4166,1094,0553486411,8
4167,1098,031227999X,7
4168,116820,0805210318,10
4169,42191,0385510438,8
4170,67237,0385510438,7
4171,84641,0385510438,8
4172,91456,0385510438,10
4173,127241,0385510438,8
4174,147944,0385510438,8
4175,157497,0385510438,8
4176,35578,0385324057,5
4177,44035,0385324057,8
4178,82974,0385324057,7
4179,95456,0385324057,8
4180,174757,0385324057,8
4181,204164,0385324057,9
4182,208380,0385324057,8
4183,236078,0385324057,5
4184,259202,0385324057,5
4185,191681,0061030651,7
4186,29518,031298250X,7
4187,147702,031298250X,8
4188,8706,0425185710,7
4189,29016,0425185710,8
4190,29164,0425185710,10
4191,95236,0425185710,10
4192,181021,0425185710,5
4193,240411,0425185710,8
4194,248979,0425185710,8
4195,261353,0425185710,5
4196,1124,0618074716,8
4197,14319,0553377876,9
4198,19032,0553377876,5
4199,54808,0553377876,9
4200,55067,0553377876,7
4201,5295,0061098361,7
4202,158824,0061098361,4
4203,165261,0061098361,5
4204,10269,0312243022,10
4205,12417,0312243022,8
4206,12676,0312243022,10
4207,18502,0312243022,7
4208,32236,0312243022,9
4209,116497,0312243022,7
4210,122393,0312243022,8
4211,124008,0312243022,9
4212,126805,0312243022,7
4213,158725,0312243022,10
4214,158768,0312243022,9
4215,162699,0312243022,9
4216,202729,0312243022,10
4217,208984,0312243022,7
4218,222927,0312243022,4
4219,275197,0312243022,8
4220,35935,0345316770,6
4221,9876,0345370805,7
4222,22562,0345370805,8
4223,32641,0345370805,7
4224,50125,0345370805,8
4225,132703,0345370805,8
4226,145830,0345370805,8
4227,161406,0345370805,7
4228,164538,0345370805,8
4229,169462,0345370805,5
4230,19689,0375700757,7
4231,28292,0375700757,10
4232,31361,0375700757,10
4233,31649,0375700757,8
4234,32902,0375700757,8
4235,34813,0375700757,5
4236,37932,0375700757,8
4237,41115,0375700757,6
4238,51945,0375700757,7
4239,70885,0375700757,7
4240,76210,0375700757,10
4241,90135,0375700757,7
4242,110803,0375700757,7
4243,113885,0375700757,8
4244,124204,0375700757,10
4245,138737,0375700757,10
4246,149955,0375700757,9
4247,151116,0375700757,10
4248,159490,0375700757,9
4249,178671,0375700757,7
4250,193088,0375700757,8
4251,212486,0375700757,10
4252,212911,0375700757,7
4253,235242,0375700757,8
4254,254625,0375700757,7
4255,269565,0375700757,10
4256,99307,0385480016,8
4257,106167,0385480016,9
4258,142486,0385480016,6
4259,213850,0385480016,6
4260,230970,0385480016,7
4261,49587,0385490445,9
4262,94418,0385490445,9
4263,178628,0385490445,8
4264,207050,0385490445,10
4265,258485,0385490445,9
4266,203168,0385491050,8
4267,263462,0385491050,5
4268,34208,0394758285,9
4269,100109,0394758285,5
4270,123021,0394758285,8
4271,173459,0394758285,10
4272,173503,0394758285,9
4273,139031,0449006344,5
4274,21620,0449149676,10
4275,65683,0449149676,9
4276,99485,0449149676,6
4277,60841,0451187903,7
4278,134478,0451187903,7
4279,1790,0671793489,8
4280,9296,0671793489,10
4281,74835,0671793489,8
4282,118146,0671793489,8
4283,178026,0671793489,10
4284,208264,0671793489,7
4285,209157,0671793489,10
4286,227938,0671793489,7
4287,237890,0671793489,6
4288,38821,0679772677,8
4289,64842,0679772677,6
4290,81519,0679772677,9
4291,97602,0679772677,10
4292,113255,0679772677,9
4293,153929,0679772677,7
4294,191895,0679772677,5
4295,211027,0679772677,9
4296,226541,0679772677,5
4297,254236,0679772677,7
4298,1433,0743418174,3
4299,1718,0743418174,8
4300,4183,0743418174,6
4301,7820,0743418174,8
4302,21264,0743418174,6
4303,22614,0743418174,7
4304,30094,0743418174,8
4305,38015,0743418174,9
4306,53036,0743418174,9
4307,56843,0743418174,10
4308,70022,0743418174,7
4309,73447,0743418174,10
4310,79115,0743418174,8
4311,79495,0743418174,7
4312,92299,0743418174,6
4313,96456,0743418174,10
4314,101677,0743418174,8
4315,108876,0743418174,9
4316,109654,0743418174,10
4317,114846,0743418174,9
4318,118468,0743418174,7
4319,118814,0743418174,8
4320,119529,0743418174,7
4321,121035,0743418174,9
4322,125026,0743418174,7
4323,130279,0743418174,8
4324,148136,0743418174,8
4325,150014,0743418174,10
4326,161963,0743418174,8
4327,217842,0743418174,9
4328,219372,0743418174,8
4329,226095,0743418174,8
4330,233047,0743418174,8
4331,236444,0743418174,9
4332,243840,0743418174,9
4333,250989,0743418174,8
4334,276032,0743418174,10
4335,6689,0679729917,10
4336,225296,0679729917,8
4337,165182,0425189414,7
4338,179899,0425189414,5
4339,19961,0451411013,8
4340,175381,0553580078,7
4341,4426,0316781266,8
4342,20392,0316781266,5
4343,55237,0316781266,2
4344,55498,0316781266,10
4345,83628,0316781266,8
4346,115287,0316781266,5
4347,124321,0316781266,7
4348,126017,0316781266,8
4349,135237,0316781266,5
4350,136569,0316781266,2
4351,169308,0316781266,8
4352,175228,0316781266,5
4353,210455,0316781266,8
4354,213210,0316781266,8
4355,221302,0316781266,5
4356,231814,0316781266,8
4357,194861,0373250223,3
4358,9637,0380814021,5
4359,32082,0380814021,5
4360,154467,0380814021,10
4361,105097,0671000381,6
4362,33897,0671032658,9
4363,51865,0671032658,9
4364,113545,0671032658,9
4365,159262,0671032658,8
4366,26834,0671689231,10
4367,82869,0061098795,8
4368,2357,0375725784,8
4369,3362,0375725784,7
4370,17893,0375725784,4
4371,21418,0375725784,8
4372,35231,0375725784,8
4373,40350,0375725784,8
4374,44718,0375725784,9
4375,69466,0375725784,8
4376,70689,0375725784,6
4377,83572,0375725784,6
4378,84615,0375725784,5
4379,105781,0375725784,9
4380,106686,0375725784,8
4381,116574,0375725784,7
4382,126255,0375725784,7
4383,126608,0375725784,2
4384,130279,0375725784,10
4385,131485,0375725784,7
4386,133586,0375725784,5
4387,149430,0375725784,9
4388,151165,0375725784,7
4389,153163,0375725784,8
4390,162755,0375725784,7
4391,164433,0375725784,10
4392,174575,0375725784,4
4393,175469,0375725784,8
4394,184485,0375725784,6
4395,199633,0375725784,10
4396,207554,0375725784,10
4397,208663,0375725784,3
4398,211761,0375725784,6
4399,225043,0375725784,2
4400,226202,0375725784,3
4401,267827,0375725784,8
4402,1164,0380012774,10
4403,225088,0142004030,9
4404,25123,0345339703,10
4405,35108,0345339703,9
4406,44755,0345339703,8
4407,86423,0345339703,10
4408,92951,0345339703,10
4409,110962,0345339703,6
4410,114355,0345339703,7
4411,124060,0345339703,8
4412,165697,0345339703,10
4413,167144,0345339703,10
4414,179358,0345339703,9
4415,213817,0345339703,10
4416,233082,0345339703,9
4417,254955,0345339703,8
4418,266914,0345339703,10
4419,11043,0345436911,8
4420,20054,0345436911,8
4421,124519,0345436911,8
4422,125057,0345436911,5
4423,131019,0345436911,8
4424,143677,0345436911,7
4425,147983,0345436911,7
4426,216609,0345436911,9
4427,83028,0375704558,7
4428,200959,0375704558,5
4429,235297,0375704558,7
4430,115963,0440217520,5
4431,204192,0440217520,6
4432,233539,0452281784,6
4433,257605,0452281784,4
4434,25844,0670030643,8
4435,115833,0670030643,7
4436,133562,0670030643,5
4437,158727,0670030643,5
4438,173784,0670030643,8
4439,203417,0670030643,8
4440,241489,0670030643,10
4441,214034,0679450548,10
4442,249557,0679450548,8
4443,7226,0802135196,5
4444,99237,0802135196,10
4445,118264,0802135196,5
4446,161178,0802135196,9
4447,81218,0375707425,9
4448,111380,0375707425,8
4449,112897,0440131480,9
4450,175166,0440131480,7
4451,192714,0440131480,8
4452,201236,0440131480,9
4453,208946,0440131480,7
4454,233085,0440131480,8
4455,250929,0440131480,8
4456,1174,0231105592,4
4457,1178,014056232X,10
4458,1178,0440203155,10
4459,1178,0440401119,9
4460,1178,0440940001,2
4461,29648,0440940001,9
4462,113796,0440940001,7
4463,231680,0440940001,6
4464,255660,0440940001,7
4465,258045,0440940001,8
4466,261284,0440940001,8
4467,83407,0590447319,5
4468,1180,0812565959,10
4469,85292,0812565959,8
4470,87496,0812565959,7
4471,161420,0812565959,7
4472,236648,0812565959,9
4473,263059,0812565959,9
4474,29205,0425157539,9
4475,247068,0425157539,8
4476,19617,0425163385,9
4477,220410,0425163385,7
4478,225473,0425163385,8
4479,237854,0425163385,7
4480,257070,0553585118,10
4481,126306,0684835975,7
4482,94665,0684835983,4
4483,100566,0684835983,7
4484,109845,0684835983,5
4485,115944,0684835983,8
4486,162960,0684835983,8
4487,177983,0684835983,10
4488,182181,0684835983,8
4489,40696,0684856603,7
4490,47321,0743212002,4
4491,66610,0743212002,9
4492,103075,0743212002,6
4493,245438,0743212002,8
4494,266767,0743444051,10
4495,196752,0886777690,7
4496,1210,0679731148,9
4497,11453,0679731148,8
4498,15812,0679731148,8
4499,23689,0679731148,8
4500,34936,0679731148,8
4501,73275,0679731148,9
4502,73301,0679731148,8
4503,92165,0679731148,7
4504,101985,0679731148,9
4505,130577,0679731148,8
4506,131021,0679731148,6
4507,148463,0679731148,7
4508,165305,0679731148,7
4509,190386,0679731148,9
4510,222305,0679731148,8
4511,240633,0679731148,10
4512,24533,0330375253,6
4513,48703,0330375253,8
4514,62856,0330375253,9
4515,73584,0330375253,1
4516,74005,0330375253,5
4517,111353,0330375253,8
4518,126629,0330375253,7
4519,131813,0330375253,10
4520,145162,0330375253,10
4521,146482,0330375253,8
4522,175538,0330375253,6
4523,188660,0330375253,10
4524,192254,0330375253,9
4525,268957,0330375253,6
4526,25071,0440224837,7
4527,59733,0440224837,10
4528,222043,0440224837,7
4529,222080,0440224837,9
4530,247000,0671619055,10
4531,251751,0786889373,8
4532,44987,2070360024,7
4533,104887,2070360024,6
4534,161888,2070360024,9
4535,265262,2070364283,7
4536,1214,0380600129,8
4537,36979,0380600129,9
4538,210662,0380600129,5
4539,214224,0380600129,9
4540,87424,082176828X,8
4541,77831,0553283685,8
4542,82609,0553283685,10
4543,121259,0553283685,9
4544,224742,0553283685,10
4545,56103,0590629824,8
4546,206437,0743412273,10
4547,168735,0345367898,8
4548,27237,0449912558,8
4549,78725,0449912558,10
4550,136298,0449912558,10
4551,152834,0449912558,8
4552,158082,0449912558,8
4553,158097,0449912558,4
4554,160287,0449912558,8
4555,163352,0449912558,8
4556,175228,0449912558,7
4557,188021,0449912558,8
4558,164168,0553580272,4
4559,191146,0553580272,10
4560,44012,1860462995,6
4561,1250,0385721358,8
4562,145264,0385721358,8
4563,1252,031231616X,8
4564,229067,031231616X,7
4565,91278,0894805770,9
4566,135927,0894805770,10
4567,138230,0894805770,6
4568,157102,0894805770,9
4569,179092,0894805770,9
4570,203390,0894805770,10
4571,30742,089480829X,10
4572,45430,089480829X,9
4573,89086,089480829X,10
4574,112805,089480829X,8
4575,135927,089480829X,10
4576,157102,089480829X,5
4577,179092,089480829X,10
4578,231063,089480829X,6
4579,1266,0618126988,10
4580,3954,0618126988,5
4581,6689,0618126988,8
4582,21124,0618126988,9
4583,77335,0618126988,7
4584,1267,0060094850,5
4585,271863,0060094850,7
4586,1281,0345446860,7
4587,11594,0345446860,9
4588,35578,0345446860,8
4589,35611,0345446860,7
4590,40225,0345446860,8
4591,52119,0345446860,7
4592,98400,0345446860,6
4593,118119,0345446860,8
4594,120825,0345446860,5
4595,129257,0345446860,5
4596,165447,0345446860,8
4597,170703,0345446860,8
4598,178710,0345446860,7
4599,192696,0345446860,8
4600,242701,0345446860,5
4601,244540,0345446860,7
4602,254382,0345446860,7
4603,276832,0345446860,5
4604,1293,0446310492,10
4605,5040,0399145087,6
4606,17389,0399145087,6
4607,127614,0399145087,7
4608,150309,0399145087,1
4609,28612,0515090506,7
4610,147607,0515090506,8
4611,166512,0515090506,8
4612,236835,0515090506,10
4613,153473,1575666529,6
4614,144755,0141180633,7
4615,207302,0786887842,7
4616,250849,0786887842,5
4617,214550,0751522732,8
4618,117904,1853260312,8
4619,138628,1853260312,7
4620,1344,0786014210,8
4621,140578,0786014210,6
4622,159870,0786014210,9
4623,211824,0786014210,9
4624,179995,0441005667,6
4625,228188,0441005667,8
4626,248588,0441005667,8
4627,43523,0312965338,7
4628,223706,0312965338,7
4629,1360,157566559X,7
4630,225134,0395177111,8
4631,1369,0060287802,7
4632,102614,0060287802,8
4633,1375,0743203313,5
4634,1376,0425172554,7
4635,1376,0425177173,9
4636,20895,0425177173,1
4637,34184,0425177173,7
4638,35208,0425177173,10
4639,35566,0425177173,7
4640,72497,0425177173,9
4641,79563,0425177173,5
4642,84457,0425177173,7
4643,149291,0425177173,8
4644,159295,0425177173,5
4645,1396,0380727501,10
4646,7576,0380727501,9
4647,32691,0380727501,9
4648,51860,0380727501,8
4649,54070,0380727501,9
4650,66821,0380727501,7
4651,88743,0380727501,8
4652,131021,0380727501,8
4653,136159,0380727501,6
4654,209062,0380727501,10
4655,242585,0380727501,7
4656,245601,0380727501,8
4657,108060,0312423799,10
4658,204190,0312423799,7
4659,234180,0312423799,10
4660,259794,0312423799,9
4661,1403,0345440773,8
4662,28687,0345440773,7
4663,17167,0373218192,8
4664,38533,0373218192,6
4665,54672,0373218192,6
4666,130535,0373218192,6
4667,166718,0373218192,9
4668,214348,0373218192,6
4669,232930,0373218192,7
4670,104441,0440208912,5
4671,41792,0515120006,5
4672,213408,0515120006,9
4673,28319,0345433084,8
4674,52310,0345433084,6
4675,195767,0345433084,6
4676,52775,0385494785,9
4677,178113,0385494785,10
4678,29775,0385512104,9
4679,144388,0385512104,8
4680,253432,0385512104,9
4681,29071,0451180208,5
4682,1417,0525237704,7
4683,94095,0060512822,8
4684,96537,0060512822,5
4685,138700,0060512822,9
4686,196489,0060512822,7
4687,126367,0060931671,9
4688,192656,0060931671,9
4689,16736,0061015725,10
4690,25394,0061015725,9
4691,28417,0061015725,7
4692,47882,0061015725,6
4693,54315,0061015725,10
4694,62504,0061015725,5
4695,69917,0061015725,7
4696,79674,0061015725,7
4697,132657,0061015725,8
4698,143298,0061015725,4
4699,157864,0061015725,7
4700,166515,0061015725,8
4701,223630,0061015725,5
4702,243150,0061015725,7
4703,93914,0061030015,4
4704,3133,0061097314,9
4705,46329,0061097314,7
4706,65970,0061097314,8
4707,69068,0061097314,7
4708,86716,0061097314,10
4709,95204,0061097314,10
4710,113417,0061097314,8
4711,121701,0061097314,8
4712,143938,0061097314,8
4713,159144,0061097314,8
4714,179054,0061097314,8
4715,193237,0061097314,7
4716,193859,0061097314,8
4717,205774,0061097314,8
4718,213461,0061097314,8
4719,222348,0061097314,8
4720,222412,0061097314,6
4721,228473,0061097314,7
4722,247860,0061097314,8
4723,272576,0061097314,9
4724,277778,0061097314,8
4725,9139,0064405176,10
4726,54349,0064405176,10
4727,84972,0064405176,8
4728,97585,0064405176,9
4729,102316,0064405176,7
4730,115850,0064405176,9
4731,126042,0064405176,8
4732,172575,0064405176,8
4733,201644,0064405176,9
4734,221802,0064405176,8
4735,247363,0064405176,8
4736,139294,0140176616,8
4737,10336,0140255087,8
4738,21496,0140255087,8
4739,34959,0140255087,10
4740,232460,0140255087,8
4741,251472,0140255087,10
4742,259277,0140255087,8
4743,145222,0151006903,8
4744,191448,0151006903,7
4745,164274,0156001314,10
4746,244889,0156006332,7
4747,268844,0156006332,5
4748,273964,0156006332,7
4749,178439,0307001385,10
4750,277435,031215125X,8
4751,78410,0330483013,8
4752,2230,0375505296,2
4753,256091,0375505296,7
4754,194250,039914255X,5
4755,11567,0440222656,7
4756,16116,0440222656,8
4757,23491,0440222656,7
4758,34734,0440222656,8
4759,59924,0440222656,8
4760,62321,0440222656,10
4761,83326,0440222656,9
4762,85619,0440222656,6
4763,105922,0440222656,3
4764,108218,0440222656,8
4765,129152,0440222656,4
4766,144458,0440222656,6
4767,150863,0440222656,6
4768,151459,0440222656,8
4769,152328,0440222656,6
4770,202576,0440222656,10
4771,259801,0440222656,8
4772,8309,0440236673,8
4773,9083,0440236673,4
4774,15655,0440236673,10
4775,37051,0440236673,7
4776,45413,0440236673,10
4777,52570,0440236673,10
4778,58712,0440236673,9
4779,75780,0440236673,9
4780,83349,0440236673,7
4781,88905,0440236673,6
4782,112359,0440236673,7
4783,115534,0440236673,9
4784,117412,0440236673,8
4785,119529,0440236673,8
4786,134415,0440236673,8
4787,136812,0440236673,6
4788,154617,0440236673,9
4789,169338,0440236673,8
4790,206684,0440236673,6
4791,216915,0440236673,6
4792,220456,0440236673,8
4793,222042,0440236673,5
4794,224049,0440236673,7
4795,228644,0440236673,9
4796,232042,0440236673,8
4797,26280,0446608815,8
4798,52283,0446608815,9
4799,148024,0446608815,2
4800,152123,0446608815,7
4801,201964,0446608815,9
4802,228990,0446608815,9
4803,240411,0446608815,8
4804,241093,0446608815,8
4805,31999,0671776134,9
4806,63808,0671776134,10
4807,147757,0671776134,8
4808,157886,0671776134,4
4809,182318,0671776134,10
4810,237964,0671776134,9
4811,244367,0671776134,10
4812,31492,0688177743,8
4813,171800,0688177743,8
4814,40000,0743224574,7
4815,81612,0743224574,10
4816,92027,0743224574,8
4817,104028,0743224574,7
4818,209816,0743224574,5
4819,212694,0743224574,5
4820,213526,0743224574,6
4821,231979,0743224574,7
4822,233249,0743224574,8
4823,256217,0743224574,8
4824,16800,0743418735,9
4825,151211,0743418735,10
4826,222786,0743431014,5
4827,230752,0743431014,5
4828,107277,0743444329,9
4829,127076,0743444329,10
4830,172167,0743444329,9
4831,240363,0747265097,8
4832,18701,076790382X,7
4833,113084,076790382X,4
4834,145962,076790382X,8
4835,167888,076790382X,8
4836,169591,076790382X,7
4837,225362,076790382X,8
4838,53123,0767903862,7
4839,62037,0767903862,9
4840,141684,0767903862,7
4841,218544,0767903862,9
4842,216298,0767915062,8
4843,221669,0767915062,7
4844,111501,1573229865,10
4845,104692,1853262714,7
4846,1427,0062502182,10
4847,8874,0062502182,5
4848,27839,0062502182,10
4849,34428,0062502182,3
4850,35797,0062502182,8
4851,48622,0062502182,5
4852,72101,0062502182,9
4853,82356,0062502182,10
4854,86692,0062502182,10
4855,86913,0062502182,8
4856,127801,0062502182,7
4857,130320,0062502182,8
4858,132954,0062502182,10
4859,137994,0062502182,9
4860,174929,0062502182,10
4861,202273,0062502182,10
4862,203670,0062502182,9
4863,205278,0062502182,9
4864,232740,0062502182,9
4865,236696,0062502182,8
4866,256555,0062502182,10
4867,258911,0062502182,6
4868,268664,0062502182,10
4869,273473,0062502182,7
4870,1434,0060175400,10
4871,11584,0060175400,10
4872,16746,0060175400,9
4873,46172,0060175400,10
4874,81710,0060175400,10
4875,83382,0060175400,8
4876,86861,0060175400,5
4877,98154,0060175400,10
4878,101567,0060175400,8
4879,129879,0060175400,10
4880,131287,0060175400,10
4881,139864,0060175400,7
4882,144491,0060175400,10
4883,154857,0060175400,6
4884,160766,0060175400,8
4885,180995,0060175400,7
4886,208167,0060175400,10
4887,211352,0060175400,9
4888,212168,0060175400,5
4889,223526,0060175400,8
4890,227221,0060175400,7
4891,257203,0060175400,4
4892,257476,0060175400,10
4893,259248,0060175400,10
4894,121333,0345338545,10
4895,136186,0345338545,10
4896,30214,0345380371,9
4897,36506,0345380371,8
4898,52601,0345380371,6
4899,96656,0345380371,9
4900,102101,0345380371,7
4901,125317,0345380371,9
4902,249063,0345380371,8
4903,16062,034540288X,8
4904,39523,034540288X,7
4905,57880,034540288X,9
4906,69008,034540288X,8
4907,142370,034540288X,8
4908,173194,034540288X,7
4909,188786,034540288X,8
4910,199391,034540288X,8
4911,209424,034540288X,8
4912,256294,034540288X,8
4913,8016,0380718340,8
4914,26975,0380718340,8
4915,60061,0380718340,8
4916,82282,0380718340,10
4917,111983,0380718340,5
4918,144692,0380718340,5
4919,168801,0380718340,10
4920,208480,0380718340,7
4921,219462,0380718340,7
4922,228198,0380718340,7
4923,247921,0380718340,8
4924,172652,0380728249,8
4925,159603,0385508603,6
4926,123533,0425161242,8
4927,260139,0425161242,10
