,uid,location,age,cluster
32358,74820,greece,23.0,2
32359,74821,algeria,28.0,2
32362,74830,andorra,48.0,2
32379,74866,argentina,35.0,2
32380,74872,egypt,34.0,2
32385,74881,argentina,37.0,2
32401,74914,sweden,42.0,2
32422,74967,singapore,14.0,2
32432,74994,sweden,29.0,2
32433,74996,egypt,25.0,2
32451,75036,yugoslavia,22.0,2
32534,75214,south korea,34.0,2
32556,75265,russia,18.0,2
32567,75295,indonesia,26.0,2
32574,75314,austria,27.0,2
32589,75359,ireland,56.0,2
32601,75382,greece,20.0,2
32604,75388,nigeria,19.0,2
32611,75398,taiwan,19.0,2
32643,75471,romania,53.0,2
32650,75487,sweden,25.0,2
32659,75518,argentina,20.0,2
32660,75520,austria,20.0,2
32670,75543,greece,27.0,2
32674,75563,croatia,39.0,2
32677,75572,israel,29.0,2
32680,75577,argentina,32.0,2
32681,75578,argentina,24.0,2
32687,75596,costa rica,39.0,2
32706,75630,greece,32.0,2
32713,75641,albania,22.0,2
32717,75650,singapore,21.0,2
32718,75651,romania,22.0,2
32721,75661,pakistan,20.0,2
32733,75682,chile,24.0,2
32735,75689,taiwan,35.0,2
32790,75813,greece,38.0,2
32803,75841,peru,35.0,2
32818,75862,urugua,63.0,2
32819,75867,sweden,38.0,2
32831,75890,singapore,20.0,2
32865,75972,venezuela,42.0,2
32894,76047,indonesia,25.0,2
32914,76089,united arab emirates,25.0,2
32918,76104,greece,21.0,2
32947,76177,austria,48.0,2
32948,76178,slovakia,22.0,2
32951,76186,indonesia,22.0,2
32957,76193,sweden,29.0,2
32985,76246,argentina,41.0,2
32996,76279,argentina,22.0,2
32999,76283,singapore,22.0,2
33003,76296,poland,36.0,2
33045,76393,sweden,26.0,2
33046,76395,argentina,45.0,2
33065,76437,"france""",26.0,2
33070,76444,argentina,37.0,2
33083,76473,chile,38.0,2
33107,76527,poland,23.0,2
33118,76561,singapore,21.0,2
33121,76565,argentina,25.0,2
33122,76566,chile,23.0,2
33128,76574,austria,48.0,2
33130,76579,andorra,34.0,2
33131,76580,andorra,34.0,2
33147,76618,"n/a,",19.0,2
33180,76676,"n/a,",18.0,2
33185,76685,argentina,18.0,2
33198,76704,peru,18.0,2
33203,76712,hungary,28.0,2
33220,76753,"spain""",26.0,2
33234,76783,israel,20.0,2
33245,76816,japan,26.0,2
33254,76833,poland,22.0,2
33291,76903,hong kong,25.0,2
33320,76949,andorra,31.0,2
33327,76966,argentina,20.0,2
33333,76980,"n/a,",38.0,2
33376,77065,yugoslavia,27.0,2
33408,77139,taiwan,23.0,2
33414,77156,sweden,51.0,2
33420,77169,greece,22.0,2
33437,77198,ecuador,27.0,2
33446,77210,taiwan,32.0,2
33455,77226,ireland,26.0,2
33460,77244,austria,19.0,2
33463,77251,españa,21.0,2
33478,77292,czech republic,19.0,2
33498,77334,singapore,22.0,2
33514,77373,bulgaria,33.0,2
33518,77384,argentina,37.0,2
33530,77409,austria,27.0,2
33536,77419,bulgaria,34.0,2
33537,77420,russia,21.0,2
33553,77456,singapore,28.0,2
33569,77494,chile,16.0,2
33585,77528,sweden,27.0,2
33593,77543,austria,22.0,2
33619,77584,slovenia,17.0,2
33629,77607,south korea,31.0,2
33630,77609,poland,17.0,2
33649,77641,japan,27.0,2
33653,77649,poland,20.0,2
33654,77650,lithuania,22.0,2
33665,77682,sweden,53.0,2
33680,77713,urugua,37.0,2
33722,77829,greece,30.0,2
33733,77857,israel,32.0,2
33736,77862,egypt,32.0,2
33747,77893,argentina,31.0,2
33773,77943,argentina,20.0,2
33777,77956,argentina,43.0,2
33781,77969,singapore,33.0,2
33790,77988,argentina,31.0,2
33792,77993,nigeria,18.0,2
33827,78056,hungary,24.0,2
33835,78071,indonesia,19.0,2
33856,78121,argentina,34.0,2
33859,78125,mauritius,41.0,2
33901,78205,argentina,33.0,2
33910,78227,poland,26.0,2
33919,78251,argentina,27.0,2
33928,78270,nigeria,20.0,2
33937,78294,argentina,26.0,2
33955,78336,ireland,33.0,2
33965,78355,argentina,38.0,2
33974,78379,denmark,45.0,2
33977,78389,pakistan,22.0,2
33978,78390,bangladesh,22.0,2
33979,78391,pakistan,22.0,2
33980,78392,pakistan,20.0,2
33981,78395,egypt,31.0,2
34040,78560,pakistan,17.0,2
34050,78580,nigeria,16.0,2
34059,78606,singapore,15.0,2
34065,78616,pakistan,26.0,2
34066,78618,argentina,41.0,2
34072,78628,israel,23.0,2
34073,78630,greece,25.0,2
34079,78645,russia,19.0,2
34087,78657,singapore,14.0,2
34088,78658,pakistan,24.0,2
34096,78674,israel,22.0,2
34098,78681,argentina,41.0,2
34100,78687,chile,17.0,2
34115,78724,singapore,21.0,2
34130,78763,andorra,25.0,2
34140,78788,singapore,23.0,2
34149,78812,united arab emirates,13.0,2
34166,78852,saudi arabia,52.0,2
34187,78919,hungary,25.0,2
34210,78966,"france""",25.0,2
34217,78987,singapore,43.0,2
34234,79024,slovakia,25.0,2
34239,79032,yugoslavia,21.0,2
34244,79038,nigeria,27.0,2
34251,79046,austria,45.0,2
34261,79072,pakistan,26.0,2
34264,79077,sweden,24.0,2
34276,79100,israel,34.0,2
34278,79103,peru,22.0,2
34279,79106,"n/a,",31.0,2
34283,79116,taiwan,35.0,2
34284,79120,pakistan,20.0,2
34292,79134,south africa,60.0,2
34319,79198,pakistan,22.0,2
34331,79226,poland,26.0,2
34336,79234,peru,28.0,2
34362,79297,austria,24.0,2
34373,79324,singapore,38.0,2
34399,79382,ireland,32.0,2
34408,79399,pakistan,23.0,2
34414,79408,sweden,17.0,2
34433,79454,austria,24.0,2
34440,79474,bulgaria,32.0,2
34454,79501,argentina,36.0,2
34456,79507,nigeria,22.0,2
34485,79557,trinidad and tobago,31.0,2
34491,79568,pakistan,23.0,2
34501,79587,costa rica,25.0,2
34509,79605,nigeria,20.0,2
34524,79640,peru,31.0,2
34547,79690,greece,22.0,2
34550,79701,ireland,49.0,2
34619,79869,"n/a,",33.0,2
34626,79887,denmark,26.0,2
34630,79891,singapore,40.0,2
34632,79893,israel,66.0,2
34657,79963,argentina,23.0,2
34670,79995,colombia,18.0,2
34675,80002,chile,23.0,2
34683,80017,austria,29.0,2
34694,80043,urugua,53.0,2
34701,80054,costa rica,20.0,2
34715,80097,nigeria,20.0,2
34719,80104,ireland,53.0,2
34729,80128,nigeria,20.0,2
34751,80177,el salvador,53.0,2
34759,80188,luxembourg,37.0,2
34768,80206,peru,19.0,2
34769,80212,poland,22.0,2
34785,80245,argentina,29.0,2
34786,80247,argentina,25.0,2
34809,80295,chile,29.0,2
34812,80298,slovakia,29.0,2
34828,80329,argentina,39.0,2
34829,80330,argentina,26.0,2
34834,80340,"portugal""",56.0,2
34840,80348,argentina,42.0,2
34848,80364,singapore,27.0,2
34853,80378,romania,53.0,2
34857,80382,poland,24.0,2
34865,80392,denmark,35.0,2
34890,80472,austria,38.0,2
34901,80488,south korea,22.0,2
34902,80491,venezuela,19.0,2
34931,80552,austria,24.0,2
34938,80567,argentina,43.0,2
34946,80582,chile,17.0,2
34948,80586,paraguay,38.0,2
34954,80597,sweden,29.0,2
34980,80668,singapore,29.0,2
34994,80708,argentina,29.0,2
35004,80725,united arab emirates,29.0,2
35056,80854,ukraine,22.0,2
35084,80915,sweden,14.0,2
35110,80968,greece,26.0,2
35111,80969,greece,32.0,2
35155,81094,denmark,18.0,2
35193,81171,south korea,28.0,2
35207,81202,hong kong,25.0,2
35208,81203,austria,52.0,2
35217,81231,singapore,21.0,2
35218,81232,singapore,22.0,2
35221,81240,peru,19.0,2
35253,81310,austria,15.0,2
35303,81425,singapore,19.0,2
35308,81432,croatia,19.0,2
35318,81457,south africa,24.0,2
35330,81485,greece,30.0,2
35348,81535,czech republic,29.0,2
35351,81543,austria,55.0,2
35352,81546,nigeria,22.0,2
35366,81579,poland,17.0,2
35384,81624,russia,21.0,2
35385,81625,russia,48.0,2
35413,81692,indonesia,27.0,2
35447,81803,chile,35.0,2
35504,81941,denmark,35.0,2
35514,81967,austria,17.0,2
35515,81972,argentina,20.0,2
35525,81994,ireland,32.0,2
35553,82050,sweden,35.0,2
35566,82073,cuba,27.0,2
35612,82184,luxembourg,35.0,2
35666,82309,afghanistan,71.0,2
35670,82316,croatia,17.0,2
35674,82327,romania,33.0,2
35678,82333,austria,33.0,2
35681,82342,austria,23.0,2
35700,82383,argentina,38.0,2
35710,82411,hong kong,23.0,2
35715,82428,argentina,16.0,2
35721,82448,argentina,13.0,2
35722,82449,luxembourg,23.0,2
35747,82500,croatia,18.0,2
35794,82610,slovakia,20.0,2
35816,82654,romania,22.0,2
35866,82760,bulgaria,21.0,2
35987,83055,argentina,25.0,2
35998,83081,austria,45.0,2
36008,83102,"france""",35.0,2
36032,83148,greece,19.0,2
36044,83173,ireland,31.0,2
36047,83176,españa,21.0,2
36104,83310,argentina,45.0,2
36117,83339,south africa,54.0,2
36123,83357,denmark,36.0,2
36130,83370,"spain""",15.0,2
36152,83435,bahamas,44.0,2
36154,83438,ireland,14.0,2
36204,83558,andorra,28.0,2
36222,83597,bahamas,103.0,2
36277,83712,singapore,32.0,2
36334,83857,south korea,37.0,2
36346,83882,lithuania,19.0,2
36362,83930,dominican republic,24.0,2
36378,83982,malta,42.0,2
36427,84121,venezuela,53.0,2
36447,84181,slovakia,18.0,2
36452,84190,nigeria,18.0,2
36477,84253,peru,28.0,2
36506,84315,chile,16.0,2
36515,84330,greece,22.0,2
36524,84354,austria,37.0,2
36567,84450,chile,14.0,2
36580,84472,romania,19.0,2
36584,84481,argentina,30.0,2
36621,84580,sweden,36.0,2
36655,84661,ireland,34.0,2
36661,84673,denmark,22.0,2
36708,84777,singapore,16.0,2
36733,84839,pakistan,24.0,2
36742,84868,jamaica,30.0,2
36751,84891,pakistan,24.0,2
36770,84932,greece,32.0,2
36773,84938,denmark,20.0,2
36796,84991,singapore,22.0,2
36802,85009,croatia,29.0,2
36818,85049,taiwan,29.0,2
36823,85057,poland,18.0,2
36845,85105,argentina,22.0,2
36847,85108,argentina,25.0,2
36868,85162,austria,43.0,2
36900,85236,hungary,22.0,2
36903,85249,sweden,37.0,2
36911,85267,sweden,35.0,2
36938,85334,denmark,34.0,2
36939,85335,denmark,34.0,2
36952,85375,japan,24.0,2
36971,85439,hong kong,41.0,2
36973,85444,austria,36.0,2
36990,85488,denmark,27.0,2
37011,85543,lebanon,53.0,2
37018,85559,ireland,23.0,2
37042,85608,singapore,24.0,2
37045,85612,slovenia,30.0,2
37060,85645,sweden,28.0,2
37067,85657,austria,36.0,2
37109,85729,venezuela,31.0,2
37112,85734,thailand,59.0,2
37121,85748,chile,35.0,2
37137,85790,austria,25.0,2
37142,85796,argentina,41.0,2
37153,85823,singapore,25.0,2
37164,85853,albania,36.0,2
37192,85914,singapore,16.0,2
37194,85917,greece,27.0,2
37201,85932,argentina,28.0,2
37206,85943,bulgaria,18.0,2
37246,86024,nigeria,19.0,2
37258,86063,singapore,16.0,2
37277,86127,russia,19.0,2
37297,86180,czech republic,62.0,2
37307,86208,singapore,13.0,2
37309,86211,south korea,33.0,2
37315,86228,argentina,16.0,2
37333,86274,austria,25.0,2
37398,86427,chile,19.0,2
37420,86480,taiwan,36.0,2
37426,86494,argentina,35.0,2
37437,86516,costa rica,30.0,2
37445,86532,urugua,35.0,2
37462,86566,romania,23.0,2
37465,86571,argentina,35.0,2
37466,86572,costa rica,14.0,2
37468,86574,chile,28.0,2
37480,86592,slovenia,32.0,2
37493,86625,colombia,39.0,2
37496,86628,argentina,25.0,2
37498,86642,hong kong,28.0,2
37502,86650,argentina,33.0,2
37504,86652,argentina,37.0,2
37505,86653,argentina,19.0,2
37508,86657,argentina,18.0,2
37509,86658,argentina,15.0,2
37512,86661,argentina,36.0,2
37513,86662,argentina,19.0,2
37520,86672,slovakia,41.0,2
37524,86678,sweden,20.0,2
37537,86708,poland,17.0,2
37542,86719,"n/a,",34.0,2
37561,86756,albania,27.0,2
37585,86807,argentina,31.0,2
37587,86810,japan,33.0,2
37626,86905,argentina,19.0,2
37628,86908,"spain""",28.0,2
37640,86934,"spain""",22.0,2
37654,86962,egypt,25.0,2
37672,87012,bolivia,17.0,2
37678,87023,argentina,17.0,2
37681,87029,"portugal""",41.0,2
37683,87033,greece,28.0,2
37688,87045,argentina,31.0,2
37696,87063,argentina,52.0,2
37706,87080,peru,28.0,2
37720,87102,argentina,18.0,2
37725,87111,austria,34.0,2
37749,87165,taiwan,43.0,2
37781,87242,austria,24.0,2
37803,87292,thailand,19.0,2
37844,87376,argentina,41.0,2
37882,87484,greece,33.0,2
37890,87500,bulgaria,27.0,2
37903,87521,russia,30.0,2
37912,87535,argentina,23.0,2
37936,87596,argentina,35.0,2
37948,87626,bolivia,24.0,2
37949,87629,ireland,21.0,2
37963,87659,peru,24.0,2
37974,87697,argentina,31.0,2
37982,87720,argentina,25.0,2
37984,87726,luxembourg,31.0,2
38006,87785,argentina,23.0,2
38007,87789,chile,32.0,2
38124,88049,singapore,26.0,2
38168,88148,croatia,20.0,2
38171,88152,poland,36.0,2
38198,88220,nigeria,20.0,2
38210,88259,denmark,37.0,2
38212,88261,"portugal""",33.0,2
38218,88280,denmark,24.0,2
38229,88304,singapore,27.0,2
38235,88322,singapore,27.0,2
38274,88409,costa rica,23.0,2
38278,88417,austria,26.0,2
38294,88441,paraguay,16.0,2
38302,88455,denmark,25.0,2
38323,88506,yugoslavia,25.0,2
38328,88524,poland,36.0,2
38370,88614,russia,22.0,2
38374,88623,japan,33.0,2
38376,88625,slovakia,26.0,2
38392,88662,argentina,19.0,2
38404,88697,luxembourg,43.0,2
38408,88703,austria,29.0,2
38426,88747,pakistan,19.0,2
38427,88749,nigeria,24.0,2
38451,88808,south africa,22.0,2
38455,88822,bahamas,21.0,2
38498,88909,pakistan,22.0,2
38516,88936,colombia,27.0,2
38517,88942,nigeria,24.0,2
38544,89003,argentina,23.0,2
38555,89021,hungary,24.0,2
38562,89039,romania,28.0,2
38579,89080,romania,26.0,2
38584,89090,czech republic,24.0,2
38614,89158,peru,29.0,2
38634,89197,argentina,21.0,2
38639,89212,bulgaria,25.0,2
38646,89225,austria,40.0,2
38652,89232,singapore,14.0,2
38658,89249,"spain""",38.0,2
38665,89262,argentina,34.0,2
38693,89321,japan,51.0,2
38701,89338,austria,28.0,2
38719,89384,singapore,15.0,2
38720,89390,austria,25.0,2
38722,89395,el salvador,28.0,2
38733,89418,argentina,37.0,2
38795,89557,pakistan,22.0,2
38803,89580,zimbabwe,38.0,2
38817,89620,poland,38.0,2
38820,89629,south africa,37.0,2
38837,89680,pakistan,27.0,2
38838,89684,united arab emirates,18.0,2
38865,89758,romania,27.0,2
38898,89828,ecuador,31.0,2
38911,89861,ireland,27.0,2
38937,89923,sweden,24.0,2
38961,89977,argentina,47.0,2
38965,89987,romania,17.0,2
38972,90017,greece,22.0,2
38983,90041,israel,28.0,2
39023,90141,israel,32.0,2
39029,90152,argentina,40.0,2
39073,90262,"spain""",40.0,2
39141,90447,ireland,39.0,2
39148,90464,austria,35.0,2
39280,90781,egypt,21.0,2
39292,90811,peru,35.0,2
39294,90814,venezuela,40.0,2
39296,90816,argentina,31.0,2
39300,90822,peru,25.0,2
39305,90834,denmark,46.0,2
39313,90851,lithuania,27.0,2
39323,90875,denmark,38.0,2
39324,90876,denmark,33.0,2
39353,90972,south korea,33.0,2
39396,91070,peru,24.0,2
39411,91104,greece,34.0,2
39423,91132,sweden,35.0,2
39428,91140,sweden,39.0,2
39536,91406,romania,23.0,2
39575,91496,nigeria,19.0,2
39587,91514,austria,47.0,2
39595,91529,ireland,36.0,2
39599,91538,argentina,52.0,2
39607,91555,indonesia,63.0,2
39641,91644,argentina,44.0,2
39643,91650,denmark,50.0,2
39655,91676,argentina,39.0,2
39671,91712,bahamas,40.0,2
39673,91716,ukraine,20.0,2
39724,91827,chile,21.0,2
39734,91852,bangladesh,30.0,2
39744,91868,argentina,19.0,2
39755,91895,austria,34.0,2
39780,91946,hong kong,33.0,2
39788,91960,indonesia,24.0,2
39796,91977,luxembourg,22.0,2
39802,91995,austria,38.0,2
39810,92010,nigeria,25.0,2
39834,92056,denmark,32.0,2
39840,92071,costa rica,20.0,2
39854,92095,bulgaria,18.0,2
39866,92114,nigeria,50.0,2
39885,92163,croatia,32.0,2
39886,92164,croatia,25.0,2
39888,92166,poland,27.0,2
39892,92177,south africa,35.0,2
39902,92202,croatia,17.0,2
39982,92403,indonesia,22.0,2
39983,92407,austria,24.0,2
40038,92540,costa rica,44.0,2
40039,92541,argentina,22.0,2
40049,92567,israel,18.0,2
40056,92577,indonesia,31.0,2
40065,92602,singapore,24.0,2
40074,92623,argentina,16.0,2
40145,92783,greece,39.0,2
40183,92867,south africa,28.0,2
40194,92895,argentina,41.0,2
40200,92915,yugoslavia,24.0,2
40207,92928,"spain""",26.0,2
40219,92969,greece,21.0,2
40223,92975,egypt,24.0,2
40231,92990,singapore,21.0,2
40252,93036,croatia,38.0,2
40284,93118,romania,20.0,2
40293,93148,yugoslavia,14.0,2
40302,93158,pakistan,23.0,2
40305,93163,sweden,51.0,2
40306,93164,taiwan,36.0,2
40316,93192,egypt,32.0,2
40330,93228,singapore,22.0,2
40343,93262,greece,19.0,2
40344,93264,colombia,22.0,2
40345,93265,colombia,22.0,2
40380,93352,south africa,25.0,2
40387,93369,nigeria,19.0,2
40408,93432,taiwan,38.0,2
40409,93435,argentina,53.0,2
40423,93468,argentina,31.0,2
40436,93501,south africa,44.0,2
40473,93576,argentina,33.0,2
40536,93752,denmark,38.0,2
40588,93902,la france,55.0,2
40688,94129,latvia,17.0,2
40712,94180,sweden,37.0,2
40770,94320,russia,20.0,2
40774,94327,argentina,49.0,2
40790,94358,greece,51.0,2
40813,94410,poland,21.0,2
40819,94422,poland,25.0,2
40833,94454,south korea,14.0,2
40879,94580,czech republic,29.0,2
40971,94806,"spain""",23.0,2
40978,94825,urugua,58.0,2
40998,94875,costa rica,24.0,2
41063,95034,greece,27.0,2
41088,95089,slovakia,17.0,2
41090,95094,argentina,14.0,2
41103,95121,argentina,37.0,2
41182,95327,"n/a,",23.0,2
41214,95390,austria,34.0,2
41255,95522,poland,28.0,2
41257,95530,venezuela,26.0,2
41300,95634,israel,25.0,2
41303,95641,argentina,21.0,2
41309,95657,costa rica,53.0,2
41324,95685,panama,19.0,2
41328,95691,colombia,57.0,2
41333,95702,japan,36.0,2
41347,95727,poland,19.0,2
41352,95735,argentina,39.0,2
41356,95743,la france,31.0,2
41377,95779,singapore,16.0,2
41382,95802,chile,21.0,2
41387,95815,argentina,52.0,2
41402,95852,afghanistan,73.0,2
41407,95858,cuba,30.0,2
41412,95872,argentina,33.0,2
41415,95879,argentina,27.0,2
41417,95885,chile,17.0,2
41457,95980,united arab emirates,60.0,2
41477,96031,austria,13.0,2
41500,96082,austria,34.0,2
41508,96095,sweden,64.0,2
41509,96099,sweden,48.0,2
41542,96170,sweden,37.0,2
41581,96244,guatemala,30.0,2
41597,96271,colombia,58.0,2
41602,96285,austria,27.0,2
41625,96333,israel,17.0,2
41640,96372,greece,24.0,2
41643,96377,venezuela,51.0,2
41646,96384,yugoslavia,25.0,2
41707,96534,ireland,35.0,2
41724,96575,croatia,34.0,2
41730,96587,romania,35.0,2
41731,96588,hungary,48.0,2
41733,96594,united arab emirates,42.0,2
41746,96629,singapore,40.0,2
41784,96710,hungary,34.0,2
41786,96713,austria,32.0,2
41821,96801,south africa,49.0,2
41824,96810,austria,17.0,2
41840,96840,argentina,29.0,2
41843,96847,singapore,36.0,2
41853,96867,argentina,27.0,2
41855,96873,israel,20.0,2
41861,96886,sweden,40.0,2
41865,96892,pakistan,35.0,2
41866,96893,indonesia,19.0,2
41872,96907,israel,19.0,2
41885,96933,indonesia,36.0,2
41886,96937,argentina,33.0,2
41888,96940,"spain""",20.0,2
41889,96944,israel,27.0,2
41900,96973,pakistan,26.0,2
41905,96985,singapore,35.0,2
41916,97008,israel,44.0,2
41950,97084,taiwan,28.0,2
41953,97088,yugoslavia,34.0,2
41955,97093,singapore,26.0,2
41969,97118,algeria,36.0,2
41984,97156,chile,27.0,2
42028,97255,austria,30.0,2
42046,97288,singapore,23.0,2
42049,97294,austria,34.0,2
42080,97375,pakistan,31.0,2
42087,97389,pakistan,38.0,2
42113,97447,singapore,13.0,2
42137,97505,pakistan,20.0,2
42138,97506,jordan,25.0,2
42142,97513,sweden,17.0,2
42148,97524,japan,27.0,2
42156,97543,morocco,20.0,2
42187,97608,slovakia,17.0,2
42204,97650,andorra,31.0,2
42223,97688,ireland,21.0,2
42247,97741,sweden,20.0,2
42257,97757,costa rica,20.0,2
42357,97970,trinidad and tobago,28.0,2
42359,97973,pakistan,24.0,2
42385,98050,lebanon,28.0,2
42412,98124,sweden,37.0,2
42413,98128,greece,30.0,2
42415,98134,austria,26.0,2
42447,98208,singapore,24.0,2
42448,98209,sweden,29.0,2
42459,98233,slovenia,21.0,2
42497,98341,afghanistan,21.0,2
42498,98342,pakistan,24.0,2
42522,98413,cyprus,32.0,2
42528,98430,austria,40.0,2
42543,98463,argentina,18.0,2
42570,98538,singapore,21.0,2
42582,98558,poland,27.0,2
42592,98582,luxembourg,38.0,2
42597,98592,pakistan,20.0,2
42598,98593,egypt,29.0,2
42599,98594,pakistan,23.0,2
42600,98595,pakistan,19.0,2
42611,98617,slovakia,25.0,2
42635,98690,"n/a,",37.0,2
42643,98704,sweden,35.0,2
42652,98719,denmark,48.0,2
42655,98726,austria,32.0,2
42684,98799,austria,33.0,2
42729,98895,afghanistan,42.0,2
42739,98924,ireland,14.0,2
42770,99007,japan,24.0,2
42775,99028,dominican republic,19.0,2
42776,99031,austria,30.0,2
42779,99040,austria,47.0,2
42799,99081,colombia,40.0,2
42805,99091,morocco,46.0,2
42814,99117,united arab emirates,34.0,2
42832,99149,hong kong,29.0,2
42864,99217,yugoslavia,21.0,2
42869,99232,trinidad and tobago,20.0,2
42939,99411,austria,20.0,2
42945,99428,denmark,31.0,2
42956,99451,denmark,30.0,2
42965,99465,slovakia,31.0,2
42969,99476,egypt,42.0,2
42975,99486,chile,28.0,2
42993,99536,romania,19.0,2
43007,99565,ireland,45.0,2
43026,99607,greece,49.0,2
43048,99670,hong kong,14.0,2
43063,99700,austria,44.0,2
43093,99763,slovakia,45.0,2
43122,99818,sweden,33.0,2
43140,99859,japan,29.0,2
43146,99868,sweden,30.0,2
43263,100135,argentina,16.0,2
43271,100147,croatia,28.0,2
43279,100160,thailand,28.0,2
43297,100208,south africa,48.0,2
43298,100209,indonesia,28.0,2
43308,100230,poland,32.0,2
43310,100233,poland,26.0,2
43329,100292,denmark,37.0,2
43348,100331,venezuela,41.0,2
43350,100336,zimbabwe,20.0,2
43366,100383,chile,27.0,2
43372,100407,zimbabwe,23.0,2
43390,100446,argentina,34.0,2
43394,100458,austria,43.0,2
43406,100481,israel,57.0,2
43412,100496,denmark,26.0,2
43416,100507,slovenia,27.0,2
43427,100525,singapore,25.0,2
43437,100554,taiwan,42.0,2
43442,100562,czech republic,19.0,2
43445,100573,argentina,37.0,2
43446,100574,colombia,58.0,2
43482,100646,"spain""",23.0,2
43492,100670,colombia,17.0,2
43498,100682,indonesia,16.0,2
43503,100700,chile,30.0,2
43504,100701,argentina,38.0,2
43547,100812,slovakia,23.0,2
43616,100958,paraguay,27.0,2
43626,100978,czech republic,19.0,2
43640,101009,peru,25.0,2
43693,101119,argentina,37.0,2
43698,101133,argentina,21.0,2
43711,101156,"n/a,",18.0,2
43772,101307,ireland,58.0,2
43811,101407,austria,22.0,2
43834,101467,croatia,21.0,2
43838,101471,morocco,20.0,2
43839,101472,austria,36.0,2
43867,101530,peru,53.0,2
43870,101537,"portugal""",16.0,2
43871,101538,austria,16.0,2
43902,101613,greece,18.0,2
43916,101641,ireland,18.0,2
43925,101652,japan,34.0,2
43927,101657,argentina,44.0,2
43965,101761,hong kong,41.0,2
43972,101771,japan,21.0,2
43974,101778,"spain""",37.0,2
43975,101779,israel,20.0,2
43976,101785,ireland,38.0,2
43982,101800,ukraine,60.0,2
43984,101802,sweden,25.0,2
43998,101829,sweden,17.0,2
44004,101846,hong kong,32.0,2
44007,101849,morocco,31.0,2
44020,101870,chile,41.0,2
44030,101890,singapore,18.0,2
44042,101921,chile,31.0,2
44081,102007,austria,44.0,2
44103,102065,costa rica,39.0,2
44113,102093,south korea,32.0,2
44143,102162,austria,22.0,2
44159,102205,singapore,16.0,2
44160,102207,argentina,34.0,2
44164,102214,yugoslavia,43.0,2
44172,102225,japan,68.0,2
44273,102472,sweden,37.0,2
44293,102512,vietnam,26.0,2
44299,102533,south korea,31.0,2
44318,102569,"spain""",39.0,2
44327,102590,hungary,23.0,2
44340,102637,pakistan,19.0,2
44364,102689,algeria,28.0,2
44365,102690,sweden,29.0,2
44417,102799,hong kong,17.0,2
44426,102821,hong kong,35.0,2
44444,102857,czech republic,33.0,2
44451,102880,czech republic,25.0,2
44468,102927,sweden,45.0,2
44478,102949,taiwan,25.0,2
44479,102950,singapore,27.0,2
44536,103091,egypt,47.0,2
44542,103103,nepal,39.0,2
44549,103118,argentina,19.0,2
44669,103399,sweden,37.0,2
44677,103421,south africa,14.0,2
44734,103540,egypt,29.0,2
44746,103571,hong kong,27.0,2
44758,103588,mauritius,35.0,2
44767,103612,indonesia,57.0,2
44775,103629,burma,41.0,2
44803,103682,bulgaria,37.0,2
44805,103684,bulgaria,24.0,2
44814,103716,croatia,30.0,2
44815,103717,croatia,25.0,2
44817,103720,russia,35.0,2
44819,103724,russia,37.0,2
44851,103790,ireland,39.0,2
44861,103810,singapore,22.0,2
44865,103817,bolivia,21.0,2
44878,103857,peru,28.0,2
44905,103925,austria,18.0,2
44925,103960,ireland,25.0,2
44947,104022,"n/a,",17.0,2
44968,104069,argentina,26.0,2
44977,104091,hong kong,37.0,2
44978,104092,"portugal""",29.0,2
44982,104104,pakistan,19.0,2
44986,104112,el salvador,38.0,2
45005,104171,south africa,50.0,2
45012,104187,vietnam,20.0,2
45014,104189,romania,50.0,2
45023,104220,el salvador,42.0,2
45047,104274,singapore,24.0,2
45049,104287,hong kong,31.0,2
45065,104323,bangladesh,23.0,2
45073,104349,pakistan,18.0,2
45085,104380,denmark,29.0,2
45086,104381,united arab emirates,14.0,2
45095,104410,albania,34.0,2
45106,104434,hungary,30.0,2
45114,104459,pakistan,27.0,2
45127,104481,sweden,24.0,2
45139,104513,austria,37.0,2
45155,104561,singapore,16.0,2
45169,104595,sweden,45.0,2
45182,104622,austria,37.0,2
45190,104640,hong kong,25.0,2
45265,104797,"portugal""",46.0,2
45281,104838,argentina,23.0,2
45294,104870,sweden,42.0,2
45301,104886,greece,21.0,2
45302,104887,"france""",32.0,2
45343,104973,saudi arabia,28.0,2
45344,104975,nigeria,26.0,2
45361,105009,trinidad and tobago,15.0,2
45435,105182,indonesia,33.0,2
45439,105190,singapore,16.0,2
45443,105196,argentina,25.0,2
45482,105273,poland,29.0,2
45529,105397,"spain""",33.0,2
45541,105425,nigeria,40.0,2
45542,105427,nigeria,19.0,2
45551,105448,austria,28.0,2
45561,105466,greece,32.0,2
45572,105493,greece,59.0,2
45575,105496,greece,36.0,2
45608,105570,chile,18.0,2
45616,105591,chile,40.0,2
45625,105606,argentina,22.0,2
45628,105610,chile,30.0,2
45657,105692,indonesia,22.0,2
45664,105705,indonesia,25.0,2
45674,105748,nigeria,37.0,2
45682,105764,singapore,18.0,2
45702,105798,nigeria,17.0,2
45737,105900,españa,26.0,2
45739,105903,argentina,20.0,2
45741,105909,romania,32.0,2
45751,105934,venezuela,61.0,2
45760,105957,peru,38.0,2
45762,105961,russia,19.0,2
45799,106062,singapore,14.0,2
45807,106079,peru,16.0,2
45855,106176,united arab emirates,25.0,2
45916,106336,denmark,50.0,2
