,uid,isbn,rating
5258,188595,0375826688,9
5259,102488,0380726289,10
5260,159819,0380818973,9
5261,30046,0385495641,10
5262,269804,0385507836,6
5263,277911,0399138250,10
5264,55014,0435905554,8
5265,64875,044022103X,10
5266,200095,044022103X,8
5267,267493,044022103X,7
5268,139056,0440224705,5
5269,245109,0440944597,6
5270,138815,0441359175,10
5271,145814,0441359175,7
5272,72186,0446519804,6
5273,205595,0451167872,8
5274,240424,0451167872,7
5275,160551,0451173392,6
5276,190837,0452282276,10
5277,219952,0452282276,6
5278,70783,0517093650,5
5279,182710,0553251996,9
5280,50815,055328942X,7
5281,197984,055328942X,8
5282,223635,055328942X,8
5283,193543,0553574086,6
5284,27438,0553577565,10
5285,37394,0553577565,4
5286,80597,0553578308,8
5287,88118,0553578308,5
5288,186859,0553578308,7
5289,156129,0553580256,6
5290,229305,0590213113,7
5291,239033,0590464639,10
5292,226105,0590819755,8
5293,78507,0609601032,8
5294,10959,0670894605,7
5295,37255,0670894605,7
5296,89069,0670894605,9
5297,125177,0670894605,8
5298,142113,0670894605,7
5299,159452,0670894605,9
5300,159471,0670894605,10
5301,252457,0670894605,8
5302,67251,0671008978,4
5303,269702,0671008978,9
5304,117547,0671204971,8
5305,227354,0671204971,10
5306,235838,0671204971,10
5307,256485,0671204971,10
5308,180180,0671625837,7
5309,263977,0671625837,10
5310,143349,067944999X,8
5311,15351,0679721886,7
5312,205511,0679721886,8
5313,12640,0679729798,2
5314,149367,0679729798,9
5315,36270,067973743X,9
5316,15303,0679744398,5
5317,167908,0679744398,5
5318,246202,0679769781,7
5319,43749,0684853779,8
5320,99055,0684863871,8
5321,182866,0684867672,10
5322,10959,0743211227,8
5323,90211,0743211227,6
5324,173448,0743244427,8
5325,92151,0743442911,8
5326,127081,0743466527,8
5327,174682,0743466527,8
5328,197297,0743466527,7
5329,79517,0757300618,8
5330,145102,0761121323,10
5331,53481,080411109X,6
5332,102483,080411109X,9
5333,172009,080411109X,5
5334,203465,080411109X,8
5335,20103,0807083054,8
5336,43293,0807083054,7
5337,209494,0811801802,9
5338,61274,0812570944,6
5339,232172,0816770050,6
5340,127488,0836218655,7
5341,182452,0836218655,10
5342,82796,0849934176,7
5343,94442,0849934176,8
5344,165697,1401300014,5
5345,94125,1573220825,10
5346,199442,1573220825,5
5347,210298,1573220825,8
5348,19036,1573229628,7
5349,134530,1573229628,10
5350,6253,0752837680,4
5351,6261,0142004278,8
5352,160667,0142004278,7
5353,209823,0142004278,6
5354,6263,0451192036,8
5355,6265,031021758X,7
5356,6265,0310217598,5
5357,6265,1568654782,8
5358,171247,0517189186,7
5359,96614,0805041508,8
5360,6298,0446531480,8
5361,6302,0451207645,5
5362,6312,0743428188,8
5363,198380,0743428188,8
5364,208149,0743428188,10
5365,215216,0671670689,10
5366,131293,0060152583,9
5367,170362,0060152583,8
5368,27147,0061093491,8
5369,99124,0061093491,9
5370,218272,0061093491,8
5371,169341,0312979533,5
5372,210357,0345389409,5
5373,216726,0345389409,6
5374,72839,0345423135,6
5375,90271,0345423135,5
5376,38326,0399146253,10
5377,72887,0399146253,6
5378,161604,0399146253,8
5379,203408,0399146253,6
5380,208727,0399146253,5
5381,112449,0425104346,10
5382,62525,042514545X,10
5383,124791,0425158608,4
5384,153376,0425173305,8
5385,207847,0446604062,9
5386,32399,0446604232,6
5387,62525,0446604232,10
5388,154846,0446604232,7
5389,166349,0446604232,5
5390,24916,0451199650,6
5391,151955,0451199650,10
5392,81399,0553096834,9
5393,84742,0553096834,4
5394,229013,0553096834,8
5395,31238,0553106341,5
5396,179238,0553106341,6
5397,37886,0553568779,10
5398,136265,0553569031,7
5399,97321,0553571885,6
5400,68577,0553575260,7
5401,88784,0671003364,5
5402,262809,0671003364,10
5403,149244,0679429891,8
5404,47683,0805056645,9
5405,174541,0805056645,9
5406,125670,0380798573,6
5407,33311,0425083837,9
5408,34314,0425083837,7
5409,202113,0425083837,5
5410,87879,0425176037,7
5411,238857,0425183750,10
5412,190448,0786867787,6
5413,16865,0373872410,8
5414,36163,0345354621,5
5415,139956,0345354621,7
5416,220013,0345354621,7
5417,70711,0761118691,8
5418,69888,0671727796,8
5419,105148,0671727796,9
5420,168000,0671727796,9
5421,203550,0671727796,10
5422,7474,0316781142,2
5423,112626,0316781142,6
5424,172594,0316781142,7
5425,213973,0316781142,8
5426,251862,0446612626,2
5427,235374,051511264X,6
5428,218035,0345389417,7
5429,36163,0373825013,7
5430,233858,0446363669,7
5431,142977,0345404319,8
5432,227972,0452283442,8
5433,136760,0671525433,4
5434,6456,0425098451,10
5435,94092,0345432479,8
5436,44531,067940712X,8
5437,141938,0684867974,10
5438,11298,0440225116,9
5439,175623,3257211945,9
5440,49553,044166251X,9
5441,18806,0375758453,8
5442,138206,0375758453,9
5443,250989,0375758453,7
5444,67064,0385334206,5
5445,256105,0385334206,3
5446,260808,0385334206,9
5447,64157,0451168615,7
5448,223983,0451168615,9
5449,188665,0553560735,8
5450,204488,0553560735,8
5451,39403,1853260010,9
5452,214947,1853260010,7
5453,250362,1853260444,8
5454,222412,0399146296,6
5455,28891,0670865796,7
5456,49899,0670865796,3
5457,149060,0670865796,9
5458,178922,0670865796,10
5459,190348,0670865796,9
5460,199742,0670865796,8
5461,181589,067978148X,9
5462,64299,0684853507,5
5463,61298,006039384X,9
5464,107993,006039384X,9
5465,73977,0060934425,6
5466,185737,0061092002,5
5467,95378,0140043519,10
5468,76096,0141002166,4
5469,49308,0312313810,3
5470,235729,0312313810,6
5471,158812,0345326490,4
5472,252452,0345326490,7
5473,88481,0345438825,5
5474,129401,0345438825,10
5475,194138,0345438825,8
5476,230088,0345438825,5
5477,207647,0345443128,9
5478,131791,0375411070,9
5479,229682,0375411070,8
5480,17464,0375422412,6
5481,206585,0375502971,10
5482,40188,0375758232,7
5483,117061,0375758232,7
5484,47822,0380816547,5
5485,54842,0380978407,8
5486,72109,0380978407,10
5487,114641,0393046974,8
5488,246020,0393319296,10
5489,260373,0393319296,7
5490,210178,0394537602,8
5491,39390,0394747232,9
5492,68321,0394747232,7
5493,82405,0399146652,6
5494,232176,0399146652,9
5495,59740,0425192725,8
5496,111680,0425192725,8
5497,129161,0425192725,8
5498,175474,0425192725,8
5499,241296,0425192725,8
5500,253363,0425192725,8
5501,271165,0425192725,5
5502,44400,0440212561,7
5503,87228,0440212561,10
5504,119518,0440212561,10
5505,144842,0440212561,8
5506,190205,0440212561,7
5507,207807,0440212561,8
5508,227451,0440212561,9
5509,227494,0440212561,9
5510,234796,0440212561,10
5511,154851,0446611085,7
5512,260025,0446611085,8
5513,137736,0525946578,5
5514,126630,055356773X,6
5515,212075,055356773X,7
5516,136487,0670031909,7
5517,191661,0671880314,10
5518,112315,0679729771,7
5519,98956,0679750533,7
5520,14358,0743243307,6
5521,68283,0743422287,10
5522,7614,0767915054,9
5523,14191,0767915054,7
5524,73050,0767915054,9
5525,245438,0767915054,2
5526,276289,0767915054,8
5527,143595,0792265289,6
5528,181266,0802135161,7
5529,7511,0812970802,8
5530,42795,0824817060,10
5531,104313,1573222127,7
5532,43511,1841954608,8
5533,81844,006103004X,5
5534,39862,0140276904,9
5535,197750,0140276904,5
5536,7084,0141000198,10
5537,134478,0141000198,9
5538,157136,0141000198,3
5539,162784,0141000198,7
5540,208698,0141000198,6
5541,40168,0316781010,8
5542,111627,0316781010,10
5543,196085,0316781010,6
5544,23951,0345450698,8
5545,100864,0375412336,7
5546,253266,0385315724,8
5547,253492,0385499825,10
5548,6917,039915079X,7
5549,214663,039915079X,7
5550,235599,0425179885,7
5551,94624,0440224594,8
5552,94962,0440224594,6
5553,30659,0446518581,7
5554,196908,0446518581,10
5555,236413,0446518581,8
5556,278525,0446518581,8
5557,90249,0446600458,5
5558,209025,0446608009,5
5559,130149,0525946829,10
5560,151401,0525946829,9
5561,193756,0525946829,5
5562,220839,0525946829,4
5563,115562,0553211765,9
5564,239183,055327824X,8
5565,105230,0670032379,8
5566,116103,0670032379,8
5567,242823,0670032379,8
5568,244254,0670032379,6
5569,269306,0670878847,5
5570,215796,0804114609,9
5571,61912,0812967240,7
5572,250989,0812967240,4
5573,132770,1558746226,8
5574,220583,1560438487,8
5575,23103,0061059064,10
5576,35399,0446606456,5
5577,260688,0451205626,8
5578,17721,0060002093,5
5579,263173,0060914440,7
5580,259690,0060976241,8
5581,54932,0140275010,8
5582,101483,015100692X,8
5583,237550,015100692X,5
5584,104695,015670160X,7
5585,99799,0312198647,8
5586,103189,0312966555,9
5587,48034,0312986343,7
5588,91033,0312986343,6
5589,90413,0312989393,2
5590,96990,0312989393,6
5591,130890,0312989393,7
5592,215330,0312989393,6
5593,32312,0316313076,8
5594,149156,0316785644,4
5595,183576,0316785644,8
5596,252098,0345298349,8
5597,76930,034536676X,7
5598,261471,034536676X,8
5599,261585,034536676X,9
5600,152318,0345419081,9
5601,223985,0345419081,8
5602,14312,0345441109,8
5603,82200,0374121230,7
5604,117003,0375421815,8
5605,111527,037550155X,10
5606,64445,037570924X,9
5607,151092,037570924X,9
5608,183804,037570924X,4
5609,29550,0375726349,10
5610,48712,0375726349,6
5611,112181,0375726349,7
5612,151835,0375726349,8
5613,174657,0375726349,8
5614,193939,0375726349,8
5615,198513,0375726349,8
5616,30781,0380727943,6
5617,208374,0380727943,6
5618,130527,0380730200,10
5619,203511,0385484275,6
5620,98144,0385491034,8
5621,164295,0385491034,1
5622,258711,0385491034,9
5623,187110,038549744X,7
5624,176023,0394741188,7
5625,33471,0399145672,7
5626,98695,0399145672,6
5627,140939,0399145672,5
5628,176494,0399145672,9
5629,20863,039914675X,10
5630,26619,039914675X,10
5631,74025,039914675X,8
5632,260947,039914675X,8
5633,120763,0425169871,3
5634,54818,0425174344,6
5635,71849,0425174344,6
5636,269565,0440208513,8
5637,55784,0440221099,9
5638,147426,0440221099,8
5639,31171,0449003981,8
5640,114039,0449003981,8
5641,176013,0449221393,7
5642,143631,044990542X,10
5643,27568,0449910237,7
5644,64530,0449910237,8
5645,193677,0449910237,9
5646,38019,0451163966,8
5647,165697,0451163966,8
5648,202417,0451163966,10
5649,233466,0451163966,9
5650,271655,0451163966,8
5651,189207,0517595753,7
5652,32553,0553096060,7
5653,93125,0553096060,8
5654,126224,0553285246,9
5655,33431,0553569155,6
5656,118869,0553569155,7
5657,151823,0553569155,10
5658,170746,0553569155,8
5659,254366,0553569155,8
5660,156542,0553582801,6
5661,229346,0670839809,8
5662,17768,0670878073,5
5663,131026,0670878073,7
5664,60088,0671242954,7
5665,148457,0671242954,7
5666,62776,0671501283,10
5667,138624,0671501283,6
5668,44285,0671729411,10
5669,90205,0671729411,6
5670,140068,0671729411,5
5671,199182,0671729411,9
5672,223950,0671729411,9
5673,247896,0671729411,9
5674,102757,0679432477,8
5675,200545,0679432477,8
5676,204349,0679432477,7
5677,223107,0679432477,6
5678,14303,0679457526,8
5679,172976,0679457526,9
5680,209672,0679457526,9
5681,262325,0679457526,8
5682,257174,0679723285,8
5683,85333,067972754X,5
5684,126673,0679731946,6
5685,205436,0679762108,5
5686,203829,0684800993,2
5687,233539,0684800993,6
5688,251187,0684800993,10
5689,204477,0684801051,5
5690,176500,0688147259,8
5691,251330,0688147259,8
5692,257067,0688147259,6
5693,169373,0688168248,4
5694,220583,0764223666,7
5695,266839,0767902025,3
5696,112281,0804117683,7
5697,206214,0811202208,10
5698,238762,0811202208,7
5699,34170,0812534832,7
5700,145711,082177462X,6
5701,81655,0836218310,7
5702,165269,0877017883,9
5703,209494,0877017883,9
5704,77932,0890876517,8
5705,103008,0890876789,9
5706,147393,0891073906,8
5707,98101,0915230151,7
5708,161749,1556618662,8
5709,181266,1567313736,8
5710,177401,1569470553,10
5711,189207,1571430148,7
5712,117345,1573220280,7
5713,26627,1573220485,7
5714,78779,1573229725,7
5715,193939,1573229725,5
5716,31074,0345441265,8
5717,177516,0345441265,9
5718,250229,0345441265,9
5719,34367,0525947299,10
5720,207109,0525947299,10
5721,208102,0525947299,8
5722,26256,0671038443,5
5723,33876,0671038443,8
5724,193244,0671038443,8
5725,203668,0671038443,9
5726,247090,0804119430,8
5727,115539,0070064547,8
5728,61824,0553213806,10
5729,148650,0590425919,9
5730,6651,0380974487,7
5731,6655,0517703491,7
5732,21481,0380016974,10
5733,220454,0380802325,5
5734,196178,0380814803,8
5735,78017,0441009077,7
5736,79844,0671721631,8
5737,222680,0671721631,9
5738,203870,0886778166,4
5739,240621,0451212169,8
5740,184061,0671871005,9
5741,215206,0778320286,5
5742,6682,0440224748,8
5743,272551,0451628047,10
5744,6698,0440114330,8
5745,146689,0515121843,6
5746,171625,0515121843,10
5747,15523,0553583980,5
5748,208706,0553583980,8
5749,266468,0553583980,8
5750,91769,0399147195,10
5751,211082,0399147195,3
5752,206195,0515136263,8
5753,238821,0515136263,9
5754,205529,0380725827,8
5755,256613,0380725827,5
5756,16053,0553579312,7
5757,38296,0553579312,7
5758,141979,0553579312,10
5759,173474,0385306024,6
5760,89377,044023574X,9
5761,197089,044023574X,5
5762,210681,044023574X,7
5763,215713,044023574X,8
5764,6906,0446604844,9
5765,83206,0446604844,8
5766,76054,0449902803,8
5767,41644,0553575104,9
5768,165252,0553575104,8
5769,93463,0671536214,10
5770,274953,067943612X,8
5771,38353,0743437802,7
5772,56608,0743437802,9
5773,154046,0743437802,7
5774,185417,0743437802,9
5775,270023,0743437802,8
5776,272510,0880382651,7
5777,47836,0671887971,8
5778,171038,0671038567,9
5779,112501,0446365386,9
5780,141898,0446365386,9
5781,187319,0446365386,8
5782,131894,055309999X,7
5783,112864,055321330X,8
5784,206749,055321330X,4
5785,6797,0399148450,7
5786,93667,0399148450,7
5787,129980,0399148450,9
5788,6797,0446527017,8
5789,20309,0446527017,5
5790,139998,0446527017,7
5791,160663,0446527017,5
5792,210291,0446527017,9
5793,220454,0446527017,7
5794,6831,0440229464,8
5795,6858,0671047329,10
5796,101513,0671047329,10
5797,139444,0440202507,5
5798,94029,0515125628,10
5799,229686,0515125628,9
5800,242453,0515131741,10
5801,6869,0679427279,9
5802,14812,0061092533,6
5803,118099,0380711524,6
5804,169615,0449211886,5
5805,77096,0451628039,9
5806,12690,0553280368,10
5807,166865,0553280368,7
5808,261496,067942573X,8
5809,6906,0446611662,7
5810,6914,0892811706,10
5811,151749,081120457X,7
5812,202261,081120457X,10
5813,6940,0553212923,10
5814,209863,0671731424,8
5815,150993,0449001245,8
5816,6989,0936552034,10
5817,7002,0871236575,7
5818,7021,0440164125,8
5819,7021,0515116297,7
5820,7021,0812550765,7
5821,58172,0373250134,7
5822,102782,0446363162,7
5823,106109,0446613843,8
5824,209480,0446613843,8
5825,249000,0446613843,10
5826,7055,1558216847,7
5827,199597,0671024094,9
5828,205200,0671024094,6
5829,83982,0440217563,9
5830,56748,0446611778,8
5831,7119,0671447483,8
5832,183877,0060509406,7
5833,43689,0312284683,8
5834,179783,0312303467,10
5835,223789,0312303467,9
5836,60649,0312974256,6
5837,249429,0345452593,7
5838,145565,0440220459,8
5839,137012,0515126772,6
5840,206342,0515126772,9
5841,273603,0515126772,8
5842,114506,0525947914,8
5843,192430,0525947914,7
5844,234173,0525947914,8
5845,95546,0553566067,10
5846,148324,0743448677,7
5847,180200,0743448677,9
5848,134313,0743454510,8
5849,81477,076791404X,2
5850,8792,0525947345,9
5851,253613,0140293450,8
5852,104869,0061097748,7
5853,37074,0156005891,10
5854,143349,0312272758,5
5855,230186,0312988249,9
5856,20309,0345396065,8
5857,21686,0345439244,9
5858,77180,0345439244,10
5859,261698,0345447832,5
5860,42292,0345453816,7
5861,77116,0345453816,7
5862,119014,0345453816,10
5863,123534,0345453816,9
5864,30558,0373218974,7
5865,60181,0373218974,7
5866,154013,0373250304,5
5867,7440,0375410198,10
5868,28518,0375410198,7
5869,265290,0375410198,6
5870,61274,0380731479,6
5871,113235,0380731479,5
5872,145601,0385335490,9
5873,156688,0385335490,6
5874,193651,0385335490,7
5875,218993,0385335490,9
5876,64997,0385335520,8
5877,65095,0385335520,8
5878,246395,0385335520,8
5879,195889,0385336306,5
5880,220454,0385336306,6
5881,132533,0399142495,9
5882,153929,0399142495,5
5883,178572,0399151729,7
5884,102900,039915180X,8
5885,64278,0425107469,4
5886,181068,0425132951,8
5887,215702,042519549X,10
5888,35384,0440200563,7
5889,223376,0440224810,8
5890,277314,0446360716,6
5891,73677,0446532452,10
5892,82199,0446532452,9
5893,116280,0446532452,10
5894,8933,0451180232,7
5895,21093,0451205758,7
5896,258517,0525940456,8
5897,54818,0525941908,8
5898,148697,0525941908,6
5899,75529,055310666X,7
5900,144108,055311073X,8
5901,205318,0553583956,8
5902,207276,0553583956,8
5903,85633,0553801376,9
5904,121975,0553801376,9
5905,126190,0553801376,8
5906,201367,0553801376,8
5907,208049,0553801376,5
5908,227618,0553801376,9
5909,225851,0553801430,8
5910,258566,0553801430,5
5911,268520,0553801430,8
5912,35877,0670844527,4
5913,28133,067100042X,8
5914,14828,0671867164,8
5915,276027,0671867164,5
5916,48111,0679419853,9
5917,78332,067942525X,7
5918,50634,0679433740,5
5919,93666,0679433740,5
5920,191937,0679433740,2
5921,213115,0679433740,5
5922,221924,0679433740,4
5923,22563,0679735771,6
5924,193939,0679735771,7
5925,225404,0679735771,10
5926,123043,0684829924,7
5927,157866,0743206061,4
5928,251047,0743206061,5
5929,243335,0743253973,9
5930,187633,0743423569,6
5931,189055,0743457781,5
5932,232930,0743457781,9
5933,241430,0743457781,6
5934,91451,0765345080,7
5935,131269,0786015578,9
5936,67962,0843946903,8
5937,31199,0843948507,8
5938,14269,0843948760,9
5939,181969,0843951958,5
5940,44547,0425128458,8
5941,119395,0688162827,6
5942,275172,006091307X,8
5943,191176,0140067779,5
5944,255292,0192815326,8
5945,208314,0316788228,8
5946,236489,0316788228,7
5947,53677,0345345738,9
5948,270146,0452008999,7
5949,164565,0553278002,5
5950,189683,0553278002,5
5951,133614,074320395X,8
5952,124331,1573223328,8
5953,163731,1573223328,10
5954,202483,1573223328,8
5955,210108,1573223328,5
5956,224854,1573223328,8
5957,230127,1573223328,9
5958,266307,1573223328,8
5959,270251,1573223328,10
5960,15638,0452267110,7
5961,105122,0345441036,8
5962,160660,0345441036,7
5963,268306,0345441036,5
5964,269193,0345441036,8
5965,270165,0345441036,9
5966,50227,0385507593,7
5967,146903,0385507593,10
5968,161441,0385507593,8
5969,220648,0385507593,6
5970,166190,0553278274,8
5971,122921,0553281747,8
5972,188508,0553281747,8
5973,8318,0743246071,6
5974,33757,0743246071,8
5975,90025,0743246071,8
5976,93934,0743246071,9
5977,256668,0743246071,7
5978,82060,0743417682,6
5979,104166,0743417682,5
5980,139923,0743417682,4
5981,222727,0743417682,7
5982,64924,0879516283,9
5983,208446,0060278226,8
5984,113861,0064462080,8
5985,196725,0064462080,8
5986,217397,0312291450,6
5987,233069,0312291450,6
5988,139822,0380719223,9
5989,78982,043921064X,8
5990,20391,0439327660,5
5991,16649,0440229499,7
5992,106471,0440229499,8
5993,131025,0440229499,6
5994,269556,0440229499,8
5995,272335,0440229499,9
5996,40925,0448095017,8
5997,100167,0451525264,10
5998,53950,0553225413,5
5999,191515,0553272500,8
6000,157413,0590386336,5
6001,10319,0590623516,9
6002,66110,0689831285,10
6003,222645,078681859X,10
6004,116113,0061031089,7
6005,17156,034538430X,9
6006,41092,034538430X,8
6007,52296,034538430X,8
6008,168581,034538430X,8
6009,45204,0446608378,5
6010,151312,0451193288,8
6011,227746,0451193288,7
6012,38158,0451201906,10
6013,152205,0553578022,8
6014,221901,1551666952,3
6015,21801,0446605883,5
6016,237780,0590434985,7
6017,266288,0590434985,6
6018,209503,0671739670,9
6019,137087,0345381432,8
6020,249068,0345381432,7
6021,224934,0671793888,9
6022,72915,0020868308,9
6023,108101,006091565X,9
6024,225301,006091565X,10
6025,267336,0060989238,6
6026,152205,0061030597,8
6027,251824,0061030597,10
6028,91340,0061093653,8
6029,167152,0061093653,8
6030,43491,0142001821,9
6031,94391,0142001821,8
6032,120916,0142001821,8
6033,34702,0312201656,7
6034,73716,0312201656,9
6035,154910,0312201656,9
6036,275094,0312201656,8
6037,27826,0312925581,8
6038,83685,0345274563,7
6039,187469,0345327772,5
6040,206917,0345327772,5
6041,56342,0345341678,8
6042,177854,0345354648,7
6043,244941,0345354648,5
6044,26627,0345356535,6
6045,116102,0345428307,8
6046,248997,0345448820,10
6047,104251,0345458303,10
6048,133815,0345458303,6
6049,149178,0345458303,7
6050,80484,0375701214,8
6051,208625,0375701214,7
6052,45049,0380001411,10
6053,75584,0380001411,10
6054,24365,0380008971,7
6055,242482,0380793474,6
6056,196969,0393308804,7
6057,89899,0399139141,7
6058,42179,0425148297,8
6059,77281,0425148297,8
6060,132062,0425148297,8
6061,267565,0425148297,7
6062,117103,0425152898,6
6063,137908,0425152898,9
6064,212739,0425152898,8
6065,87514,0425191583,8
6066,142761,0425191583,8
6067,210506,0425191583,10
6068,167520,044040665X,8
6069,54943,0440442079,5
6070,89218,0449149560,8
6071,139923,0449203794,6
6072,207852,0449203794,8
6073,84913,0449239047,6
6074,31515,0451403703,8
6075,79674,0451403703,8
6076,110963,0452283736,7
6077,262852,0515087122,8
6078,55253,0553153277,8
6079,278095,0553210416,7
6080,15241,0553210793,8
6081,214715,0553210793,10
6082,277802,0553210793,6
6083,127720,055321229X,7
6084,143149,0553258915,10
6085,109543,0553282980,9
6086,245917,0553291955,7
6087,100863,0553375067,6
6088,182612,0590494481,2
6089,10710,059056885X,8
6090,272422,0609601008,9
6091,151947,0671415085,8
6092,88421,0671443283,7
6093,229343,0671509810,8
6094,11351,0671522779,7
6095,138257,067173069X,6
6096,102101,0679742298,8
6097,220396,0679742298,7
6098,86213,0679819770,8
6099,46012,0743418204,5
6100,106213,0743418204,6
6101,138971,0743418204,8
6102,144475,0743418204,10
6103,188143,0743418204,9
6104,209680,0743418204,8
6105,243795,0743418204,8
6106,227898,0812510992,6
6107,98351,0812575970,6
6108,176720,0821748726,2
6109,24863,0836236688,8
6110,192344,0849942195,10
6111,244730,0931580781,9
6112,119271,1558745157,6
6113,122919,1558745157,8
6114,277989,1558745157,6
6115,94473,1562927736,10
6116,128135,1573225312,5
6117,62785,0440225817,6
6118,88402,0440225817,7
6119,251643,0440225817,7
6120,136283,0671742949,5
6121,7360,0671529986,7
6122,196085,051513225X,5
6123,193459,068419337X,7
6124,127038,0821770195,6
6125,227786,0821770195,5
6126,58281,0425179648,8
6127,7377,0553262807,7
6128,92580,0553262807,7
6129,7384,0060956283,6
6130,7384,0515103292,8
6131,183944,0515103292,7
6132,188978,0515103292,10
6133,236734,0515103292,6
6134,254116,0515103292,10
6135,7384,0671657860,5
6136,133779,0671657860,3
6137,186007,0671657860,9
6138,206359,0671657860,9
6139,7419,0812507274,3
6140,7429,1551668122,8
6141,86302,1551668122,8
6142,84644,0802137040,5
6143,33654,0425176045,6
6144,7471,0687287529,5
6145,7474,006055584X,5
6146,188526,006055584X,7
6147,7474,0142003735,2
6148,7474,0451168429,6
6149,151312,0451168429,8
6150,7478,0312104324,8
6151,7481,0552138428,10
6152,112425,0140075623,9
6153,145224,0140075623,8
6154,7520,0590032496,6
6155,132023,0743407865,8
6156,221537,1740595939,7
6157,164678,0486290816,8
6158,121682,0553212737,5
6159,12640,0451526368,9
6160,136130,055321246X,8
6161,43977,0446610542,5
6162,64687,0446610542,8
6163,59088,0553269151,7
6164,237391,0553269151,8
6165,111834,0743202198,9
6166,199312,0778320065,10
6167,7650,0811821706,10
6168,128593,0811821706,7
6169,7650,0811833615,10
6170,140892,1558747613,9
6171,260876,1558747613,3
6172,197160,0451525795,8
6173,34569,0451526732,1
6174,138965,0451526732,5
6175,7665,0312874472,6
6176,188052,044021632X,3
6177,7732,0060971185,7
6178,7792,0743252136,8
6179,7792,0800758889,9
6180,7792,0812932773,8
6181,7825,0140042407,8
6182,238291,0140179178,6
6183,27769,0553571338,8
6184,20730,067087311X,8
6185,7842,0671041584,7
6186,110262,0590060198,8
6187,76452,0671868403,7
6188,54290,0553345842,9
6189,105876,0373711735,8
6190,265475,0373712006,8
6191,13698,0440343194,10
6192,40624,0440343194,5
6193,169326,0440343194,10
6194,246579,0875420508,9
6195,162263,0875421245,10
6196,43596,0425151875,5
6197,50135,0425151875,8
6198,52083,0425151875,6
6199,75809,0425151875,7
6200,133184,0425151875,6
6201,213747,0425151875,9
6202,261283,0425151875,4
6203,124465,0812550749,9
6204,117483,0345463153,9
6205,159143,0345463153,5
6206,172021,0670031720,8
6207,38254,0679742115,10
6208,144716,0060185147,10
6209,93462,0310978912,10
6210,216576,0312871880,6
6211,203583,0345433262,7
6212,114001,038072362X,7
6213,15692,0385335121,9
6214,90448,0385335121,8
6215,159361,0385335121,7
6216,233762,0385501412,9
6217,129641,039332298X,9
6218,22095,0440223202,8
6219,135833,0440223202,10
6220,170576,0440223202,10
6221,180037,0440223202,8
6222,192700,0440223202,8
6223,25012,0446387878,8
6224,203829,0446387878,8
6225,251502,0446387878,9
6226,38172,0486275639,10
6227,222918,0486275639,7
6228,12283,055357258X,8
6229,266655,055357258X,10
6230,208682,0671567713,6
6231,127631,0679731806,7
6232,109402,1586602950,10
6233,7924,0451402065,5
6234,99161,0451402065,8
6235,7928,0451198948,6
6236,7928,0451406907,7
6237,102843,0515133302,2
6238,227646,0515133302,7
6239,250502,0515133302,8
6240,264408,0515133302,6
6241,7928,0821767852,6
6242,262295,0821767852,6
6243,7928,1551668432,8
6244,30701,0062514377,8
6245,39461,8432215333,8
6246,52470,8432215333,8
6247,131904,039914840X,7
6248,139555,0060559128,8
6249,167387,0060559128,7
6250,119134,0140449124,7
6251,260509,0374217513,7
6252,7961,0375421114,8
6253,173280,0446520659,8
6254,186773,0446520659,5
6255,7965,0061030996,8
6256,96126,0140430148,5
6257,75809,042510107X,5
6258,219490,0425173534,5
6259,7998,0394571770,9
6260,190480,0345432401,5
6261,118304,0060139145,7
6262,80515,042507160X,10
6263,86974,042507160X,5
6264,211252,0440178002,10
6265,118868,0441731546,7
6266,56086,0553247662,8
6267,266149,0553566032,7
6268,38213,0553569570,3
6269,172108,0553569570,8
6270,267522,0671798782,7
6271,8048,0802117155,7
6272,107189,1555661874,9
6273,175065,0345409329,5
6274,37039,0375760903,7
6275,139080,0375760903,7
6276,157308,038547167X,7
6277,187248,0609800140,2
6278,42483,068817776X,8
6279,262904,1400031257,9
6280,115054,1573223786,8
6281,252203,1573223786,9
6282,59959,0312971370,5
6283,175187,0312984227,6
6284,35191,0452284295,10
6285,83286,0452284295,7
6286,163731,0452284295,6
6287,216258,0452284295,3
6288,236249,0452284295,7
6289,88106,0553576798,10
6290,14410,0786862572,7
6291,208726,1400047943,9
6292,133708,1551669412,7
6293,27953,159184021X,7
6294,51759,159184021X,7
6295,66175,159184021X,10
6296,83286,159184021X,8
6297,120647,159184021X,7
6298,201416,159184021X,8
6299,257801,159184021X,10
6300,92722,0684868865,6
6301,159549,0553211439,8
6302,55914,0553296345,9
6303,186512,0553296345,5
6304,207608,0553296345,10
6305,218848,0553296345,6
6306,14002,0771099843,10
6307,20435,0451204530,8
6308,25948,0451204530,7
6309,35569,0451204530,7
6310,55379,0451204530,9
6311,260492,0451204530,5
6312,272547,0451204530,8
6313,8111,0812562852,7
6314,8134,0451205987,7
6315,211958,0030074312,8
6316,242677,0140436669,9
6317,77636,0312926294,9
6318,258665,0449150046,7
6319,269060,0449214281,10
6320,64068,0553211668,8
6321,198582,0553211668,9
6322,146775,0670818577,7
6323,194942,0451184734,8
6324,122184,0671568183,10
6325,172951,0446603716,9
6326,99843,0061094404,7
6327,8232,0452275660,10
6328,174261,0670860743,9
6329,8240,0440364574,5
6330,134349,0141001682,9
6331,247932,0142003514,9
6332,15758,031220387X,8
6333,82180,0312420323,8
